domain,xcoord,ycoord
Western Transverse Ranges,-118.50578,34.02611
Western Transverse Ranges,-118.52487,34.02235
Western Transverse Ranges,-118.54635,34.01856
Western Transverse Ranges,-118.56600,34.01329
Western Transverse Ranges,-118.58382,34.00604
Western Transverse Ranges,-118.60642,33.99823
Western Transverse Ranges,-118.63859,33.99076
Western Transverse Ranges,-118.66958,33.98481
Western Transverse Ranges,-118.70418,33.97979
Western Transverse Ranges,-118.72927,33.97790
Western Transverse Ranges,-118.75017,33.97607
Western Transverse Ranges,-118.76625,33.97282
Western Transverse Ranges,-118.78569,33.96801
Western Transverse Ranges,-118.80187,33.96264
Western Transverse Ranges,-118.81873,33.96129
Western Transverse Ranges,-118.83387,33.96136
Western Transverse Ranges,-118.84609,33.96113
Western Transverse Ranges,-118.85824,33.96118
Western Transverse Ranges,-118.86857,33.96123
Western Transverse Ranges,-118.87829,33.96127
Western Transverse Ranges,-118.89348,33.95831
Western Transverse Ranges,-118.90624,33.95533
Western Transverse Ranges,-118.91657,33.95487
Western Transverse Ranges,-118.93237,33.95190
Western Transverse Ranges,-118.94351,33.95144
Western Transverse Ranges,-118.94522,33.95090
Western Transverse Ranges,-118.94880,33.95091
Western Transverse Ranges,-118.95100,33.95132
Western Transverse Ranges,-118.95525,33.95236
Western Transverse Ranges,-118.96020,33.95363
Western Transverse Ranges,-118.96342,33.95467
Western Transverse Ranges,-118.96637,33.95571
Western Transverse Ranges,-118.96830,33.95658
Western Transverse Ranges,-118.97146,33.95733
Western Transverse Ranges,-118.97571,33.95815
Western Transverse Ranges,-118.97963,33.95901
Western Transverse Ranges,-118.98574,33.96040
Western Transverse Ranges,-118.99178,33.96300
Western Transverse Ranges,-118.99473,33.96404
Western Transverse Ranges,-118.99762,33.96422
Western Transverse Ranges,-119.00209,33.96463
Western Transverse Ranges,-119.00511,33.96486
Western Transverse Ranges,-119.00882,33.96521
Western Transverse Ranges,-119.01356,33.96591
Western Transverse Ranges,-119.01810,33.96741
Western Transverse Ranges,-119.02174,33.96828
Western Transverse Ranges,-119.02496,33.96897
Western Transverse Ranges,-119.02806,33.96950
Western Transverse Ranges,-119.03163,33.97053
Western Transverse Ranges,-119.03582,33.97117
Western Transverse Ranges,-119.04015,33.97175
Western Transverse Ranges,-119.04482,33.97176
Western Transverse Ranges,-119.05046,33.97200
Western Transverse Ranges,-119.05493,33.97230
Western Transverse Ranges,-119.05933,33.97242
Western Transverse Ranges,-119.06490,33.97237
Western Transverse Ranges,-119.06847,33.97278
Western Transverse Ranges,-119.07225,33.97318
Western Transverse Ranges,-119.07644,33.97416
Western Transverse Ranges,-119.08097,33.97474
Western Transverse Ranges,-119.08551,33.97510
Western Transverse Ranges,-119.08936,33.97602
Western Transverse Ranges,-119.09376,33.97683
Western Transverse Ranges,-119.09671,33.97695
Western Transverse Ranges,-119.10146,33.97730
Western Transverse Ranges,-119.10565,33.97759
Western Transverse Ranges,-119.11019,33.97834
Western Transverse Ranges,-119.11431,33.97932
Western Transverse Ranges,-119.11905,33.98001
Western Transverse Ranges,-119.12276,33.98042
Western Transverse Ranges,-119.12641,33.98088
Western Transverse Ranges,-119.13191,33.98083
Western Transverse Ranges,-119.13624,33.98101
Western Transverse Ranges,-119.14029,33.98107
Western Transverse Ranges,-119.14779,33.98188
Western Transverse Ranges,-119.15274,33.98217
Western Transverse Ranges,-119.15920,33.98177
Western Transverse Ranges,-119.16167,33.98172
Western Transverse Ranges,-119.16773,33.98115
Western Transverse Ranges,-119.17199,33.98110
Western Transverse Ranges,-119.17804,33.98179
Western Transverse Ranges,-119.18408,33.98328
Western Transverse Ranges,-119.18938,33.98409
Western Transverse Ranges,-119.19625,33.98432
Western Transverse Ranges,-119.20292,33.98432
Western Transverse Ranges,-119.21055,33.98439
Western Transverse Ranges,-119.21640,33.98445
Western Transverse Ranges,-119.22382,33.98439
Western Transverse Ranges,-119.23132,33.98348
Western Transverse Ranges,-119.23833,33.98245
Western Transverse Ranges,-119.25787,33.98097
Western Transverse Ranges,-119.25956,33.98054
Western Transverse Ranges,-119.26138,33.97994
Western Transverse Ranges,-119.26399,33.97914
Western Transverse Ranges,-119.26674,33.97856
Western Transverse Ranges,-119.27252,33.97696
Western Transverse Ranges,-119.27637,33.97615
Western Transverse Ranges,-119.28235,33.97523
Western Transverse Ranges,-119.28964,33.97489
Western Transverse Ranges,-119.30009,33.97500
Western Transverse Ranges,-119.30594,33.97563
Western Transverse Ranges,-119.31144,33.97609
Western Transverse Ranges,-119.31694,33.97614
Western Transverse Ranges,-119.32093,33.97562
Western Transverse Ranges,-119.32561,33.97568
Western Transverse Ranges,-119.33510,33.97756
Western Transverse Ranges,-119.34115,33.97750
Western Transverse Ranges,-119.34596,33.97721
Western Transverse Ranges,-119.35710,33.97726
Western Transverse Ranges,-119.36598,33.97748
Western Transverse Ranges,-119.37272,33.97776
Western Transverse Ranges,-119.37739,33.97822
Western Transverse Ranges,-119.38235,33.97879
Western Transverse Ranges,-119.38702,33.97982
Western Transverse Ranges,-119.39060,33.97987
Western Transverse Ranges,-119.39507,33.98021
Western Transverse Ranges,-119.40243,33.98003
Western Transverse Ranges,-119.40422,33.98020
Western Transverse Ranges,-119.40669,33.98025
Western Transverse Ranges,-119.41281,33.98076
Western Transverse Ranges,-119.41673,33.98036
Western Transverse Ranges,-119.42361,33.98046
Western Transverse Ranges,-119.43145,33.98097
Western Transverse Ranges,-119.43881,33.98141
Western Transverse Ranges,-119.44294,33.98152
Western Transverse Ranges,-119.44562,33.98141
Western Transverse Ranges,-119.45140,33.98231
Western Transverse Ranges,-119.45670,33.98300
Western Transverse Ranges,-119.46454,33.98378
Western Transverse Ranges,-119.47059,33.98394
Western Transverse Ranges,-119.47664,33.98428
Western Transverse Ranges,-119.48565,33.98409
Western Transverse Ranges,-119.49707,33.98430
Western Transverse Ranges,-119.50642,33.98417
Western Transverse Ranges,-119.51041,33.98427
Western Transverse Ranges,-119.51818,33.98397
Western Transverse Ranges,-119.52664,33.98349
Western Transverse Ranges,-119.53017,33.98333
Western Transverse Ranges,-119.54845,33.96635
Western Transverse Ranges,-119.55716,33.96048
Western Transverse Ranges,-119.56239,33.95754
Western Transverse Ranges,-119.57024,33.95240
Western Transverse Ranges,-119.57809,33.94946
Western Transverse Ranges,-119.59203,33.94579
Western Transverse Ranges,-119.59576,33.94558
Western Transverse Ranges,-119.60511,33.94506
Western Transverse Ranges,-119.61383,33.94433
Western Transverse Ranges,-119.62603,33.94212
Western Transverse Ranges,-119.63736,33.93919
Western Transverse Ranges,-119.65044,33.93919
Western Transverse Ranges,-119.65915,33.93772
Western Transverse Ranges,-119.66787,33.93625
Western Transverse Ranges,-119.67484,33.93405
Western Transverse Ranges,-119.68792,33.93552
Western Transverse Ranges,-119.69576,33.93478
Western Transverse Ranges,-119.70710,33.93331
Western Transverse Ranges,-119.71756,33.93258
Western Transverse Ranges,-119.72715,33.93111
Western Transverse Ranges,-119.73761,33.93184
Western Transverse Ranges,-119.74458,33.93184
Western Transverse Ranges,-119.75591,33.93111
Western Transverse Ranges,-119.76288,33.93111
Western Transverse Ranges,-119.77247,33.93056
Western Transverse Ranges,-119.78075,33.93093
Western Transverse Ranges,-119.78860,33.93129
Western Transverse Ranges,-119.79645,33.93166
Western Transverse Ranges,-119.80429,33.93129
Western Transverse Ranges,-119.81301,33.93129
Western Transverse Ranges,-119.82303,33.93350
Western Transverse Ranges,-119.83131,33.93680
Western Transverse Ranges,-119.84439,33.94084
Western Transverse Ranges,-119.85311,33.94010
Western Transverse Ranges,-119.86139,33.93974
Western Transverse Ranges,-119.87533,33.93863
Western Transverse Ranges,-119.88928,33.94047
Western Transverse Ranges,-119.89904,33.94032
Western Transverse Ranges,-119.90015,33.94029
Western Transverse Ranges,-119.91009,33.93991
Western Transverse Ranges,-119.91746,33.93835
Western Transverse Ranges,-119.92850,33.93525
Western Transverse Ranges,-119.94093,33.93099
Western Transverse Ranges,-119.95382,33.92634
Western Transverse Ranges,-119.96671,33.91936
Western Transverse Ranges,-119.97499,33.91354
Western Transverse Ranges,-119.98418,33.90687
Western Transverse Ranges,-119.99269,33.90338
Western Transverse Ranges,-119.99881,33.90087
Western Transverse Ranges,-120.00467,33.89886
Western Transverse Ranges,-120.01230,33.89805
Western Transverse Ranges,-120.01907,33.89848
Western Transverse Ranges,-120.02818,33.89889
Western Transverse Ranges,-120.03466,33.89980
Western Transverse Ranges,-120.04291,33.90070
Western Transverse Ranges,-120.05320,33.90085
Western Transverse Ranges,-120.06142,33.90028
Western Transverse Ranges,-120.06876,33.89948
Western Transverse Ranges,-120.07722,33.89548
Western Transverse Ranges,-120.08331,33.89188
Western Transverse Ranges,-120.08745,33.88792
Western Transverse Ranges,-120.09098,33.88136
Western Transverse Ranges,-120.09513,33.87516
Western Transverse Ranges,-120.09789,33.87089
Western Transverse Ranges,-120.10249,33.86779
Western Transverse Ranges,-120.10847,33.86741
Western Transverse Ranges,-120.11584,33.86741
Western Transverse Ranges,-120.12182,33.86779
Western Transverse Ranges,-120.12919,33.86663
Western Transverse Ranges,-120.13701,33.86586
Western Transverse Ranges,-120.14714,33.86779
Western Transverse Ranges,-120.15634,33.86702
Salinia,-123.05359,37.63267
Salinia,-123.05463,37.63377
Salinia,-123.06496,37.64473
Salinia,-123.07697,37.65564
Salinia,-123.09333,37.66752
Salinia,-123.12146,37.68577
Salinia,-123.12501,37.68881
Salinia,-122.50849,37.68867
Salinia,-122.49872,37.67598
Salinia,-122.48036,37.66012
Salinia,-122.44990,37.62840
Salinia,-122.43153,37.60712
Salinia,-122.41484,37.58667
Salinia,-122.38938,37.55620
Salinia,-122.36894,37.53075
Salinia,-122.34139,37.49861
Salinia,-122.32386,37.48150
Salinia,-122.28756,37.44311
Salinia,-122.26168,37.41932
Salinia,-122.24249,37.39553
Salinia,-122.22078,37.37133
Salinia,-122.19408,37.34504
Salinia,-122.17321,37.32125
Salinia,-122.15193,37.30581
Salinia,-122.12563,37.28619
Salinia,-122.09475,37.26282
Salinia,-122.07222,37.23987
Salinia,-122.05177,37.22151
Salinia,-122.03132,37.20398
Salinia,-122.01337,37.18896
Salinia,-121.99209,37.17477
Salinia,-121.97999,37.16058
Salinia,-121.95536,37.14263
Salinia,-121.90946,37.10883
Salinia,-121.88400,37.09130
Salinia,-121.82245,37.05908
Salinia,-121.79031,37.03697
Salinia,-121.75567,37.01109
Salinia,-121.73022,36.98605
Salinia,-121.68890,36.95434
Salinia,-121.65885,36.92971
Salinia,-121.63089,36.91344
Salinia,-121.60544,36.89674
Salinia,-121.57038,36.87296
Salinia,-121.53282,36.84416
Salinia,-121.50528,36.82329
Salinia,-121.48650,36.81244
Salinia,-121.45520,36.79074
Salinia,-121.41931,36.76988
Salinia,-121.39343,36.75360
Salinia,-121.36589,36.73482
Salinia,-121.35673,36.72876
Salinia,-121.33876,36.71688
Salinia,-121.30120,36.68725
Salinia,-121.27408,36.66805
Salinia,-121.23026,36.63091
Salinia,-121.20063,36.60378
Salinia,-121.17225,36.57999
Salinia,-121.11925,36.52950
Salinia,-121.08962,36.50195
Salinia,-121.05081,36.46314
Salinia,-121.02201,36.43476
Salinia,-120.98904,36.40221
Salinia,-120.96400,36.37675
Salinia,-120.93646,36.34379
Salinia,-120.90975,36.32250
Salinia,-120.88054,36.29496
Salinia,-120.82917,36.24592
Salinia,-120.78994,36.21295
Salinia,-120.72024,36.14785
Salinia,-120.66516,36.09610
Salinia,-120.60130,36.03893
Salinia,-120.56291,36.00512
Salinia,-120.55750,35.99970
Salinia,-120.55733,35.99794
Salinia,-120.55371,35.99454
Salinia,-120.55198,35.99203
Salinia,-120.54776,35.98894
Salinia,-120.54180,35.98332
Salinia,-120.53993,35.98156
Salinia,-120.53280,35.97485
Salinia,-120.53054,35.97272
Salinia,-120.52303,35.96564
Salinia,-120.52027,35.96304
Salinia,-120.51504,35.95811
Salinia,-120.50670,35.95025
Salinia,-120.50500,35.94865
Salinia,-120.49543,35.93962
Salinia,-120.48709,35.93176
Salinia,-120.48535,35.93011
Salinia,-120.48293,35.92783
Salinia,-120.47599,35.92128
Salinia,-120.47230,35.91780
Salinia,-120.46794,35.91369
Salinia,-120.46180,35.90788
Salinia,-120.46029,35.90645
Salinia,-120.45593,35.90234
Salinia,-120.45020,35.89692
Salinia,-120.44857,35.89539
Salinia,-120.44139,35.88861
Salinia,-120.43706,35.88451
Salinia,-120.43572,35.88324
Salinia,-120.42666,35.87468
Salinia,-120.42207,35.87035
Salinia,-120.41617,35.86476
Salinia,-120.41319,35.86194
Salinia,-120.40575,35.85491
Salinia,-120.40283,35.85214
Salinia,-120.40186,35.85123
Salinia,-120.39689,35.84652
Salinia,-120.39033,35.84031
Salinia,-120.38863,35.83870
Salinia,-120.37873,35.82933
Salinia,-120.37374,35.82460
Salinia,-120.36815,35.81931
Salinia,-120.36026,35.81183
Salinia,-120.35947,35.81108
Salinia,-120.34919,35.80134
Salinia,-120.34659,35.79888
Salinia,-120.33959,35.79224
Salinia,-120.33755,35.79031
Salinia,-120.33536,35.78823
Salinia,-120.32903,35.78222
Salinia,-120.32610,35.77944
Salinia,-120.31912,35.77282
Salinia,-120.30921,35.76342
Salinia,-120.30805,35.76231
Salinia,-120.29745,35.75225
Salinia,-120.29519,35.75010
Salinia,-120.29373,35.74871
Salinia,-120.29139,35.74635
Salinia,-120.28915,35.74408
Salinia,-120.28843,35.74335
Salinia,-120.28227,35.73711
Salinia,-120.28034,35.73516
Salinia,-120.27772,35.73251
Salinia,-120.27268,35.72740
Salinia,-120.26901,35.72368
Salinia,-120.26433,35.71894
Salinia,-120.25521,35.70970
Salinia,-120.25376,35.70822
Salinia,-120.24777,35.70216
Salinia,-120.24365,35.69798
Salinia,-120.24247,35.69678
Salinia,-120.23537,35.68933
Salinia,-120.23214,35.68608
Salinia,-120.23006,35.68382
Salinia,-120.17581,35.62942
Salinia,-120.17178,35.62500
Salinia,-120.16904,35.62221
Salinia,-120.16268,35.61575
Salinia,-120.15918,35.61219
Salinia,-120.15418,35.60710
Salinia,-120.14919,35.60203
Salinia,-120.14493,35.59770
Salinia,-120.13661,35.58923
Salinia,-120.13389,35.58645
Salinia,-120.13023,35.58274
Salinia,-120.12362,35.57600
Salinia,-120.11620,35.56844
Salinia,-120.10810,35.56019
Salinia,-120.10447,35.55650
Salinia,-120.09347,35.54528
Salinia,-120.08291,35.53451
Salinia,-120.07355,35.52497
Salinia,-120.07017,35.52152
Salinia,-120.06430,35.51553
Salinia,-120.05850,35.50961
Salinia,-120.05621,35.50727
Salinia,-120.04970,35.50062
Salinia,-120.04537,35.49620
Salinia,-120.03782,35.48849
Salinia,-120.03452,35.48513
Salinia,-120.02449,35.47487
Salinia,-120.02261,35.47295
Salinia,-120.01975,35.47003
Salinia,-120.01102,35.46111
Salinia,-120.00484,35.45478
Salinia,-120.00101,35.45088
Salinia,-119.99407,35.44377
Salinia,-119.99154,35.44118
Salinia,-119.99064,35.44027
Salinia,-119.98586,35.43547
Salinia,-119.95250,35.40127
Salinia,-119.94374,35.39224
Salinia,-119.94105,35.38948
Salinia,-119.93532,35.38361
Salinia,-119.93160,35.37980
Salinia,-119.92956,35.37770
Salinia,-119.92269,35.37066
Salinia,-119.91832,35.36617
Salinia,-119.91286,35.36058
Salinia,-119.90795,35.35554
Salinia,-119.89804,35.34537
Salinia,-119.89666,35.34395
Salinia,-119.89270,35.33988
Salinia,-119.88702,35.33405
Salinia,-119.88530,35.33229
Salinia,-119.87875,35.32556
Salinia,-119.87564,35.32237
Salinia,-119.87112,35.31773
Salinia,-119.86736,35.31386
Salinia,-119.86397,35.31038
Salinia,-119.86072,35.30714
Salinia,-119.85941,35.30595
Salinia,-119.85646,35.30330
Salinia,-119.85051,35.29795
Salinia,-119.84565,35.29358
Salinia,-119.83982,35.28834
Salinia,-119.83378,35.28290
Salinia,-119.83020,35.27969
Salinia,-119.81924,35.26983
Salinia,-119.81786,35.26858
Salinia,-119.80962,35.26116
Salinia,-119.80607,35.25796
Salinia,-119.80038,35.25284
Salinia,-119.79563,35.24856
Salinia,-119.79113,35.24451
Salinia,-119.78284,35.23704
Salinia,-119.78103,35.23541
Salinia,-119.77920,35.23376
Salinia,-119.77019,35.22564
Salinia,-119.76607,35.22192
Salinia,-119.76170,35.21798
Salinia,-119.75755,35.21424
Salinia,-119.75144,35.20873
Salinia,-119.74794,35.20557
Salinia,-119.74050,35.19886
Salinia,-119.73728,35.19595
Salinia,-119.73068,35.18999
Salinia,-119.72069,35.18098
Salinia,-119.71819,35.17871
Salinia,-119.71517,35.17599
Salinia,-119.70825,35.16974
Salinia,-119.70259,35.16462
Salinia,-119.70091,35.16311
Salinia,-119.69420,35.15704
Salinia,-119.68411,35.14793
Salinia,-119.68285,35.14679
Salinia,-119.68204,35.14606
Salinia,-119.67296,35.13784
Salinia,-119.67070,35.13579
Salinia,-119.66966,35.13486
Salinia,-119.66827,35.13360
Salinia,-119.66645,35.13225
Salinia,-119.66558,35.13160
Salinia,-119.66266,35.12945
Salinia,-119.65631,35.12474
Salinia,-119.65112,35.12090
Salinia,-119.64574,35.11691
