name,area,aabb,zone,zabb,section,sabb,fault,fabb
SAFS-SGPR-CHFZ-Redlands_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Redlands fault,RDLF
SAFS-SGPR-CHFZ-Reservoir_Canyon_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Reservoir Canyon fault,RSCF
SAFS-SGPR-CHFZ-Western_Heights_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Western Heights fault,WSHF
SAFS-SGPR-DTMT-San_Gorgonio_Pass_deep_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Padd deep detachment,SGDD
SAFS-SGPR-DTMT-San_Gorgonio_Pass_midcrust_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Pass midcrust detachment,SGMD
SAFS-SGPR-SBRN-Del_Rosa_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,Del Rosa cross fault,DRCF
SAFS-SGPR-SBRN-San_Bernardino_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,San Bernardino cross fault,SBCF
SAFS-SGPR-SGPS-San_Gorgonio_Pass_thrust-CFM4,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Gorgonio Pass,SGPS,San Gorgonio Pass thrust,SGPT
SAFS-SGPR-SJMT-Beaumont_A_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont A fault,BMTA
SAFS-SGPR-SJMT-Beaumont_B_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont B fault,BMTB
SAFS-SGPR-SJMT-Beaumont_C_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont C fault,BMTC
SAFS-SGPR-SJMT-Beaumont_D_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont D fault,BMTD
SAFS-SGPR-SJMT-Palm_Springs_blind_fault-CFM4,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Palm Springs fault,PSPF
SALT-BRSZ-BRSZ-Brawley_Seismic_Zone_boundary-CFM1,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BSZ,Brawley Seismic zone,BSZ
SALT-BRSZ-BRSZ-Brawley_fault-CFM5,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BSZ,Brawley fault,BRWF
SALT-CPFZ-CRPR-Cierro_Prieto_fault-CFM1,Salton Trough Fault Area,SALT,Cerro Prieto fault zone,CPFZ,Cerro Prieto basin,CRPB,Cerro Prieto fault,CRPF
SALT-CRSF-IMPV-Elmore_Ranch_fault-CFM1,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Elmore Ranch fault,ELRF
SALT-CRSF-IMPV-Westmorland_fault_main-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault,WMLF
SALT-CRSF-IMPV-Westmorland_fault_splay-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault splay,WMLS
SALT-CRSF-SLTS-Extra_fault-CFM3,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Salton Sea,SLTS,Extra fault,EXTF
SALT-IMFZ-IMPV-Imperial_fault_Edip_Nend-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault,IMPF
SALT-IMFZ-IMPV-Imperial_fault_east_strand_north-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch,IMPE
SALT-IMFZ-IMPV-Imperial_fault_east_strand_south-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch,IMPE
SALT-IMFZ-IMPV-Imperial_fault_north_end-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault,IMPF
SNFA-AHTC-ASHH-Ash_Hill_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Ash Hill,ASHH,Ash Hill fault,ASHF
SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Tank Canyon,TANK,Tank Canyon fault,TNKF
SNFA-ALFZ-COSO-Airport_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Airport Lake fault zone,ALFZ,Coso,COSO,Airport Lake fault,ARPF
SNFA-HMFZ-MULT-Hunter_Mountain_fault-CFM1,Sierra Nevada Fault Area,SNFA,Hunter Mountain fault zone,HMFZ,Hunter Mtn-Saline Valley,MULT,Hunter Mountain fault,HTMF
SNFA-LLFZ-CNTR-Little_Lake_fault-CFM1,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Central,CNTL,Little Lake fault,LLKF
SNFA-LLFZ-EAST-Eastern_Little_Lake_fault_00-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,East,EAST,Eastern Little Lake fault,LLKF
SNFA-LLFZ-SOUT-Southern_Little_Lake_fault_00-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,South,SOUT,Southern Little Lake fault,LLKF
SNFA-OVFZ-1872-Owens_Valley_fault_rupture-CFM1,Sierra Nevada Fault Area,SNFA,Owens Valley fault zone,OVFZ,1872 rupture,1872,Owens Valley fault,OWVF
SNFA-PMVZ-MULT-Panamint_Valley_fault_steep-CFM2,Sierra Nevada Fault Area,SNFA,Panamint Valley fault zone,PMVZ,Northern Panamint-Brown Mtn,MULT,Panamint Valley fault,PMVF
SNFA-SSNZ-INDP-Independence_fault-CFM1,Sierra Nevada Fault Area,SNFA,Southern Sierra Nevada fault zone,SSNZ,Independence,INDP,Independence fault,INDF
SNFA-SSNZ-MULT-Independence_Sierra_Nevada_fault-CFM1,Sierra Nevada Fault Area,SNFA,Southern Sierra Nevada fault zone,SSNZ,Independence-Haiwee Reservoir,MULT,Independence-Sierra Nevada fault,ISNF
WTRA-MRFS-MULT-Mission_Ridge_Arroyo_Parida_fault_dip-CFM5,Western Transverse Ranges Area,WTRA,Mission Ridge fault system,MRFS,Multiple sections,MULT,Mission Ridge-Arroyo Parida fault,MRAF
WTRA-NCVS-NCPP-North_Channel_fault_east-SRLN-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-east,NCHE
WTRA-NCVS-NCPP-North_Channel_fault_west-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west,NCHW
WTRA-NCVS-NCPP-North_Channel_fault_west_end-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west-end-top,NCWT
WTRA-NCVS-PPTV-Pitas_Point_Ventura_fault_link-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point-Ventura fault link,PPVL
WTRA-NCVS-PPTV-Pitas_Point_fault_east-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-east,PPTE
WTRA-NCVS-PPTV-Pitas_Point_fault_west-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west,PPTW
WTRA-NCVS-PPTV-Pitas_Point_fault_west_S-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west-S,PPWS
WTRA-NCVS-RDMT-Red_Mountain_fault_N_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-north strand,RMTN
WTRA-NCVS-RDMT-Red_Mountain_fault_SW_strand-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-SW-strand,RMSW
WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-south strand,RMTS
WTRA-NCVS-VNTB-Southern_San_Cayetano_fault_steep-JHAP-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Southern San Cayetano fault,SSCF
WTRA-NCVS-VNTB-Ventura_fault_steep-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Ventura fault,VNTF
WTRA-ORFZ-MULT-Oak_Ridge_fault-CFM5,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Multiple sections,MULT,Oak Ridge fault,ORF
WTRA-ORFZ-OFFS-Mid_Channel_fault-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Offshore-Mid-Channel trend,OFFS,Mid-Channel fault,MCHF
WTRA-ORFZ-SFNV-Northridge_Frew_fault-CFM2,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,San Fernando Valley,SNFV,Northridge-Frew fault,NRDF
WTRA-ORFZ-VNTB-Oak_Ridge_fault-MRSH-CFM5,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Ventura basin,VNTR,Oak Ridge fault,ORF
WTRA-PHTS-COYT-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Coyote Hills,COYT,Puente Hills thrust,PHTF
WTRA-PHTS-LABS-Las_Cienagas_fault_truncated-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Las Cienagas fault,LCGF
WTRA-PHTS-LABS-Puente_Hills_Thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Puente Hills thrust,PHTF
WTRA-PHTS-LABS-San_Vicente_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,San Vicente fault,SVCF
WTRA-PHTS-LABS-Upper_Elysian_Park_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Upper Elysian Park fault,UEPF
WTRA-PHTS-PRTH-Peralta_Hills_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Peralta Hills,PRTH,Peralta Hills fault,PRHF
WTRA-PHTS-RICH-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Richfield,RICH,Puente Hills thrust,PHTF
WTRA-PHTS-STFS-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Sante Fe Springs,STFS,Puente Hills thrust,PHTF
WTRA-SBCF-MULT-Western_Deep_fault-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Multiple sections,,Western Deep fault,WSDF
WTRA-SBCF-WEST-Hondo_detachment_S_dip-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Western,WEST,Hondo detachment-S-dip,HNDD
WTRA-SBTS-ANCP-Anacapa_Dume_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Anacapa-Dume,ANCP,Anacapa-Dume fault,ADMF
WTRA-SBTS-MULT-Channel_Islands_Thrust_fault-SHAW-CFM1,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Santa Cruz Is-Anacapa,MULT,Channel Islands thrust,CIT
WTRA-SBTS-SMNB-Santa_Monica_thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Santa Monica Bay,SMNB,Santa Monica thrust,SMNT
WTRA-SCFZ-SCVA-Del_Valle_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Del Valle fault,DVLF
WTRA-SCFZ-SCVA-Holser_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Holser fault,HLSF
WTRA-SCFZ-TOPA-San_Cayetano_fault-HBRD-CFM5,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,TopaTopa Mountains,TOPA,San Cayetano fault,SCTF
WTRA-SFFS-ANCP-Malibu_Coast_fault_west_steep_alt2-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Anacapa Passage,ANCP,Malibu Coast fault-west,MBCW
WTRA-SFFS-LABS-Hollywood_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,Hollywood fault,HLWD
WTRA-SFFS-LABS-North_Salt_Lake_blind_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,North Salt Lake fault,NSLF
WTRA-SFFS-SGVS-Raymond_fault_extended-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,San Gabriel Valley,SGVS,Raymond fault,RYMF
WTRA-SFFS-SMMT-Malibu_Coast_fault_east_steep_alt2-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Malibu Coast fault-east,MBCE
WTRA-SFFS-SMMT-Santa_Monica_fault-steep-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Santa Monica fault,SMCF
WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Cruz Island,SNCZ,Santa Cruz Island fault,SCIF
WTRA-SFFS-SNRS-Santa_Rosa_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Rosa-San Miguel Islands,SNRS,Santa Rosa Island fault,SRIF
WTRA-SFNS-MSNH-Mission_Hills_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Mission Hills,MSNH,Mission Hills fault,MSHF
WTRA-SFNS-SFNV-Northridge_Hills_fault_truncated-CFM3,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,Northridge Hills fault,NRHF
WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,San Fernando fault,SFNF
WTRA-SFNS-VRDM-Eagle_Rock_fault_steep-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Eage Rock fault,ERKF
WTRA-SFNS-VRDM-Verdugo_fault_steep-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Verdugo fault,VRDF
WTRA-SGFZ-BTJG-San_Gabriel_fault_splay-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Big Tujunga,BTJG,San Gabriel fault splay,SGFS
WTRA-SGFZ-MULT-Southern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Multiple sections,MULT,Southern San Gabriel fault,SSGF
WTRA-SGFZ-PLMS-Northern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Palomas,PLMS,Northern San Gabriel fault,NSGF
WTRA-SGFZ-USGR-Weber_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault,WBRF
WTRA-SGFZ-USGR-Weber_fault_NE_extension-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault-NE extension,WBRE
WTRA-SGMF-ICHC-Icehouse_Canyon_fault_truncated-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Icehouse Canyon,ICHC,Icehouse Canyon fault-truncated,IHCF
WTRA-SGMF-SANC-San_Antonio_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,San Antonio Canyon,SANC,San Antonio Canyon fault-truncated,SACF
WTRA-SGMF-SANC-San_Antonio_Canyon_fault_splay_truncated-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,San Antonio Canyon,SANC,San Antonio Canyon fault splay-truncated,SACF
WTRA-SGMF-STDC-South_Fork_Stoddard_Canyon_fault_truncated-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Stoddard Canyon,STDC,South Fork-Stoddard Canyon fault-truncated,SFSC
WTRA-SGMF-STDC-Stoddard_Canyon_fault_truncated-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Stoddard Canyon,STDC,Stoddard Canyon fault-truncated,SDCF
WTRA-SMFZ-CCMG-Cucamonga_fault_low_dip-CFM5,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Cucamonga,CCMG,Cucamonga fault,CMGF
WTRA-SMFZ-CSPC-Clamshell_Sawpit_Canyon_fault-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Clamshell-Sawpit,CSPC,Clamshell-Sawpit Canyon fault,CSCF
WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Multiple sections,MULT,Sierra Madre fault-west,SMDW
WTRA-SMFZ-SMDD-Sierra_Madre_fault_low_dip-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre D section,SMDD,Sierra Madre fault,SMDF
WTRA-SMFZ-SMDE-Sierra_Madre_Cucamonga_connector-CFM5,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre E section,SMDE,Sierra Madre-Cucamonga connector,SMCC
WTRA-SMFZ-SMDE-Sierra_Madre_fault_low_dip-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre E section,SMDE,Sierra Madre fault,SMDF
WTRA-SMFZ-SWCC-Sierra_Madre_fault_low_dip-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre-Clamshell Canyon,SMCC,Sierra Madre fault,SMDF
WTRA-SPJD-OFFS-Padre_Juan_fault_lower-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan detachment system,SPJD,Offshore,OFFS,Padre Juan fault-lower,PJFL
WTRA-SPJD-OFFS-Padre_Juan_fault_upper-SRLN-CVMH-CFM5,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan detachment system,SPJD,Offshore,OFFS,Padre Juan fault-upper,PJFU
WTRA-SPJD-SPMT-Lion_Canyon_fault-HBRD-CFM5,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan detachment system,SPJD,Sulphur Mountain,SPMT,Lion Canyon fault,LNCF
WTRA-SSFZ-MULT-Santa_Susana_fault-CFM1,Western Transverse Ranges Area,WTRA,Santa Susana fault zone,SSFZ,Multiple sections,MULT,Santa Susana fault,SSNF
WTRA-SSRZ-MULT-Simi_Santa_Rosa_fault_listric-CFM5,Western Transverse Ranges Area,WTRA,Simi-Santa Rosa fault zone,SSRZ,Multiple sections,MULT,Simi-Santa Rosa fault-listric,SSRF
WTRA-SSRZ-OXNP-Bailey_fault_steep-CFM5,Western Transverse Ranges Area,WTRA,Simi-Santa Rosa fault zone,SSRZ,Oxnard Plain,OXNP,Bailey fault,BLYF
WTRA-SYFZ-MULT-Santa_Ynez_fault_75dip-CFM5,Western Transverse Ranges Area,WTRA,Santa Ynez fault zone,SYFZ,Multiple sections,MULT,Santa Ynez fault,SYZF
WTRA-SYRZ-MULT-Santa_Ynez_River_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Ynez River fault zone,SYRZ,Multiple sections,MULT,Santa Ynez River fault,SYRF
WTRA-USAV-INDH-Indian_Hill_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Indian Hill fault,INHF
WTRA-USAV-SNJH-San_Jose_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,San Jose fault,SJSF
WTRA-USAV-UPLD-Upland_fault_dipslip-CFM1,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Upland fault,UPLF
WTRA-USAV-WLNC-Walnut_Creek_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Walnut Creek fault,WNCF
