name,Alternative,source author,CFM Version,model description,Descriptor,Strike,Dip,Area,Exposure,Slip Sense,References,Reference Check,ID comments,USGS ID
WTRA-SFFS-SMMT-Santa_Monica_fault-steep-CFM5,1,UCSB,CFM2,,,249.598,77.9173,178308000,surface,ollr,,,,101
WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,1,UCSB,CFM5,,,280.9772,82.7849,1049340000,surface,ollr,,,,93
WTRA-SFFS-SNRS-Santa_Rosa_Island_fault-CFM5,1,UCSB,CFM5,,,273.92015,82.0092,754184000,surface,ollr,,,,92
WTRA-SFNS-MSNH-Mission_Hills_fault-CFM4,1,UCSB,CFM4,,,269.183,55.1654,46865000,,,,,,280
WTRA-SFNS-SFNV-Northridge_Hills_fault_truncated-CFM3,1,HRVD,CFM3,,,291.135,31.4004,384030000,,r,,,,274
WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,1,CMDT,CFM4,,,278.9678,48.4043,290464000,,,,,"propose new id, not Sierra Madre",105b
WTRA-SFNS-VRDM-Eagle_Rock_fault_steep-CFM5,1,CMDT,CFM5,steep dip - Yeats model,,290.9265,74.7454,142911000,,,,,,275
WTRA-SFNS-VRDM-Verdugo_fault_steep-CFM5,1,CMDT,CFM5,steep dip,,304.1184,73.5416,353196000,surface,r,,,,104
WTRA-SGFZ-BTJG-San_Gabriel_fault_splay-CFM4,1,UCSB,CFM4,,,310.7589,67.0895,210668000,,,,,,89e
WTRA-SGFZ-MULT-Southern_San_Gabriel_fault-CFM4,1,UCSB,CFM4,,,282.9241,55.4828,1424430000,surface,orlr,,,,89b-d
WTRA-SGFZ-PLMS-Northern_San_Gabriel_fault-CFM4,1,UCSB,CFM4,,,318.4764,59.4999,813256000,surface,,,X,,89a
WTRA-SGFZ-USGR-Weber_fault-CFM5,1,UCSB,CFM5,,,,,,,,,,,89d
WTRA-SGFZ-USGR-Weber_fault_NE_extension-CFM5,1,UCSB,CFM5,,,,,,,,,,,89d
WTRA-SGMF-ICHC-Icehouse_Canyon_fault_truncated-CFM5,1,UCSB,CFM5,,,,,,,,,,,330
WTRA-SGMF-SANC-San_Antonio_Canyon_fault-CFM5,1,UCSB,CFM5,,,231.23,85.8057,219019000,,,,,,328
WTRA-SGMF-SANC-San_Antonio_Canyon_fault_splay_truncated-CFM5,1,UCSB,CFM5,,,,,,,,,,,
WTRA-SGMF-STDC-South_Fork_Stoddard_Canyon_fault_truncated-CFM5,1,UCSB,CFM5,,,,,,,,,,,125a
WTRA-SGMF-STDC-Stoddard_Canyon_fault_truncated-CFM5,1,UCSB,CFM5,,,,,,,,,,,329
WTRA-SMFZ-CCMG-Cucamonga_fault_low_dip-CFM5,1,UCSB,CFM5,,,,,,,,,,,105h
WTRA-SMFZ-CSPC-Clamshell_Sawpit_Canyon_fault-CFM4,1,UCSB,CFM4,,,244.011,64.7162,222244000,surface,r,,X,,105e
WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,1,UCSB,CFM4,west,,295.7041,59.0527,492231000,surface,ollr,,,,105c-d 
WTRA-SMFZ-SMDD-Sierra_Madre_fault_low_dip-CFM4,1,UCSB,CFM4,,CFM4,,,,,,,,,105f
WTRA-SMFZ-SMDE-Sierra_Madre_Cucamonga_connector-CFM5,1,UCSB,CFM5,,,,,,,,,,,105g
WTRA-SMFZ-SMDE-Sierra_Madre_fault_low_dip-CFM4,1,UCSB,CFM4,low dip,,273.98547,58.0451,306342000,surface,t,,,,105g
WTRA-SMFZ-SWCC-Sierra_Madre_fault_low_dip-CFM4,1,UCSB,CFM4,low-dip-north strand-SMF+Clamshell,,272.7003,53.6141,244022000,,,,,,
WTRA-SPJD-OFFS-Padre_Juan_fault_lower-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,91.222,20.4364,227384000,,,,,propose 375a,missing
WTRA-SPJD-OFFS-Padre_Juan_fault_upper-SRLN-CVMH-CFM5,1,UCSB,CFM5,,,91.973,39.0685,138875000,,,,,propose 375a,missing
WTRA-SPJD-SPMT-Lion_Canyon_fault-HBRD-CFM5,1,HRVD,CFM5,Hubbard model,HBRD,84.595,57.5057,142625000,surface,,"Hubbard et al., 2014",,,268
WTRA-SSFZ-MULT-Santa_Susana_fault-CFM1,1,HRVD,CFM1,,,280.6474,52.0575,821275000,surface,r,,,"propose new id, not Sierra Madre",105a
WTRA-SSRZ-MULT-Simi_Santa_Rosa_fault_listric-CFM5,1,CMDT,CFM5,,,257.618,39.6288,968246000,surface,ollr,,X,,98a-c
WTRA-SSRZ-OXNP-Bailey_fault_steep-CFM5,1,UCSB,CFM5,,,219.74,84.8471,278665000,,,,,,271
WTRA-SYFZ-MULT-Santa_Ynez_fault_75dip-CFM5,2,UCSB,CFM5,75 dip,ALT1,90.497,70.3227,2354270000,,,,,,"87a-b,87d"
WTRA-SYRZ-MULT-Santa_Ynez_River_fault-CFM5,1,CMDT,CFM5,,,99.197,70.1627,1150520000,surface,ollr,,,,253
WTRA-USAV-INDH-Indian_Hill_fault-CFM5,1,UCSB,CFM5,,,255.122,76.1954,361884000,,,,,,331
WTRA-USAV-SNJH-San_Jose_fault-CFM5,1,UCSB,CFM5,,,,,761839000,surface,ollr,,,propose 107a,107
WTRA-USAV-UPLD-Upland_fault_dipslip-CFM1,1,HRVD,CFM1,dipslip model,,226.501,68.9879,231859000,,,,,propose 107b,107
WTRA-USAV-WLNC-Walnut_Creek_fault-CFM5,1,UCSB,CFM5,,,238.859,75.3566,222151000,surface,,,,,333
