CFM7.0 Fault Object Name,Fault Area/Major Fault System,Code,Fault Zone/Region,Code,Fault Section,Code,Fault Name,Source/Author,Last Update,wAvgStrike,wAvgDip,TotalArea(km^2),Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Buck_Ridge_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Buck Ridge fault,UCSB,CFM4,299,89,622.61,surface,rlss,,125c,CFM4 model; mostly blind from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Clark fault-north,CMDT,CFM4,306,82,821.01,surface,rlss,,125c,complete; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_east-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Clark fault-south-east,UCSB,CFM4,301,87,263.28,surface,rlss,,125c,south-east; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Clark fault-south,UCSB,CFM4,300,88,996.27,surface,rlss,,125c,south-main; SE-extension blind; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Clark fault-south-west,CMDT,CFM4,315,86,93.68,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Clark_fault_south_west-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Clark fault-south-west,CMDT,CFM4,118,89,82.25,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-ANZA-Hot_Springs_Buck_Ridge_link-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Anza,ANZA,Buck Ridge-Hot Springs link,CMDT,CFM4,147,88,264.24,surface,rlss,,125c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-BRMT-Coyote_Creek_blind_fault_north_east-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Borrego Mountain,BRMT,Coyote Creek fault-northeast,UCSB,CFM4,308,84,175.09,blind,rlss,,125e,northeast strand; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Borrego Mountain,BRMT,Coyote Creek fault,UCSB,CFM4,314,89,628.53,surface,rlss,,125e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-CYTC-Coyote_Creek_fault_center_east_splay-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Coyote Creek,CYTC,Coyote Creek fault-center,UCSB,CFM4,140,89,144.95,surface,rlss,,125d,center-east_splay,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Coyote Creek,CYTC,Coyote Creek fault,UCSB,CFM4,131,89,728.98,surface,rlss,,125d,main; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Dixieland_fault-CFM5,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Imperial Valley,IMPV,Dixieland_fault,CMDT,CFM5,313,90,497.85,blind,rlss,,proposed 125h,complete; blind from relocated seismicity; previously Superstition_Mtn-New_River_extension,"Hauksson et al., 2012+updates; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Weinert_El_Centro_fault-CFM5,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Imperial Valley,IMPV,Weinert-El Centro fault,UCSB,CFM5,316,90,323.93,blind,rlss,proposed 125h,125f,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-IMPV-Weinert_Superstition_Hills_link-CFM5,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Imperial Valley,IMPV,Weinert-Superstition Hills link,CMDT,CFM5,209,90,8.6,surface,olln,,proposed 125h,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-Glen_Helen_fault_NW-CFM6,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,Glen Helen fault-NW extension,UCSB,CFM6,309,87,332.71,surface,rlss,,125a,relocated seismicity + nodal planes,"Hauksson et al., 2012+updates; Nicholson et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-Glen_Helen_fault_SE-CFM6,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,Glen Helen fault-SE extension,UCSB,CFM6,310,86,175.3,surface,rlss,,125a,relocated seismicity + nodal planes,"Hauksson et al., 2012+updates; Nicholson et al., 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-Loma_Linda_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,Loma Linda fault,UCSB,CFM4,320,87,223.7,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-Lytle_Creek_fault-CFM5,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,Lytle Creek fault,CMDT,CFM5,312,89,343,surface,rlss,,125a,increasing dip towards dipping San Jacinto,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-Rialto_Colton_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,Rialto-Colton fault,UCSB,CFM4,308,85,225.81,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SBRN-San_Jacinto_Claremont_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Bernardino,SBRN,San Jacinto-Claremont fault,UCSB,CFM4,313,87,817.99,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-Casa_Loma_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Jacinto Valley,SJCV,Casa Loma fault,UCSB,CFM4,133,88,467.1,surface,rlss,,125b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-Claremont_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Jacinto Valley,SJCV,Claremont fault,UCSB,CFM4,135,84,685.5,surface,rlss,,125b,Main; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-Hot_Springs_fault_west-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Jacinto Valley,SJCV,Hot Springs fault-west,UCSB,CFM4,101,85,145.09,surface,rlss,,125b,west branch; from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-Hot_Springs_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Jacinto Valley,SJCV,Hot Springs fault,UCSB,CFM4,128,87,687.91,surface,rlss,,125b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SJCV-San_Jacinto_Claremont_fault_east-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,San Jacinto Valley,SJCV,Claremont fault,UCSB,CFM4,315,88,186.83,surface,rlss,,125b,east branch; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Superstition Hills,SSHS,Superstition Hills fault,UCSB,CFM4,305,90,358.87,surface,rlss,,125f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Superstition Mountain,SSMT,Superstition Mountain fault,UCSB,CFM4,118,90,287.45,surface,rlss,,125g,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNRA-SJFZ-SSMT-West_Mesa_fault-CFM5,Peninsular Ranges Area,PNRA,San Jacinto fault zone,SJFZ,Superstition Mountain,SSMT,West Mesa fault,UCSB,CFM5,122,88,180.7,surface,rlss,,125g,CFM5 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS: SAN ANDREAS FAULT SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-LSBM-Berdoo_Canyon_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Little San Bernardino Mts,LSBM,Berdoo Canyon fault,UCSB,CFM4,155,78,66.32,surface,rlss,,265,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-LSBM-Indio_Hills_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Little San Bernardino Mts,LSBM,Indio Hills fault,UCSB,CFM4,336,87,80.73,surface,rlss,,297,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-MCHS-Hidden_Springs_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Mecca Hills,MCHS,Hidden Springs fault,UCSB,CFM4,153,86,114.08,surface,rlss,,313+314,CFM4 model; Qfaults,"Williams et al., 1990; Lin et al., 2007; Hauksson et al., 2012; Nicholson et al., 2010, 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-MCHS-Mecca_Hills_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Mecca Hills,MCHS,Mecca Hills fault,UCSB,CFM4,322,80,144.68,surface,rlss,,316,CFM4 model; Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-MCHS-Painted_Canyon_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Mecca Hills,MCHS,Painted Canyon fault,UCSB,CFM4,318,88,94.72,surface,rlss,,316,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-MHFZ-MULT-Mecca_Hills_Hidden_Springs_fault-CFM4,San Andreas Fault System,SAFS,Mecca Hills-Hidden Springs fault zone,MHFZ,Multiple sections,MULT,Mecca Hills-Hidden Springs fault,CMDT,CFM4,314,66,627.6,blind,orlr,,297+265+313+316+314,deeper portion of fault; based on relocated seismicity; daylights on mapped strands,"Williams et al., 1990; Lin et al., 2007; Hauksson et al., 2012; Nicholson et al., 2010, 2011, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-BSZS-Southern_San_Andreas_blind_extension-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Brawley Seismic Zone,BSZS,Southern San Andreas fault,UCSB,CFM4,322,90,72.97,blind,rlss,proposed qfaults id,1k,blind vertical extension @ Bombay Beach,"Nicholson et al., 2010, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-CHLM-San_Andreas_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Cholame,CHLM,San Andreas fault,HRVD,CFM6,144,77,670.81,surface,rlss,,1 g,Fuis et al. propeller model-shallow,"Fuis et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-COAV-Banning_North_Palm_Springs_fault_splay-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Coachella,COAV,Banning-North Palm Springs fault splay,UCSB,CFM4,287,33,161.59,blind,rlss,,,upper down-dip splay between Banning & North Palm Springs,"Lin et al., 2007; Hauksson et al., 2012; Nicholson et al., 2010, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-COAV-East_Shoreline_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Coachella,COAV,East Shoreline fault,HRVD,CFM6,313,61,203.13,surface,rlss,,,from Janecke et al. 2018 (Lithosphere) mapping. Truncated where Janecke map goes to uncertain (dashed line).,"Janecke et al., 2018 (Lithosphere)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-COAV-Mission_Creek_fault_strand-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Coachella,COAV,Mission Creek fault strand,UCSB,CFM4,311,85,606.69,surface,rlss,,1j,CFM4 model-south; Qfaults + relocated seismicity,"Nicholson et al., 2010, 2012, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-COAV-North_Palm_Springs_fault_lower_splay-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Coachella,COAV,North Palm Springs fault-lower splay,UCSB,CFM6,286,41,123.16,blind,orlr,,,lower fault splay of blind North Palm Springs fault,"Hauksson et al., 2012; Nicholson et al., 2010, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-COAV-North_Palm_Springs_fault-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Coachella,COAV,North Palm Springs fault,CMDT,CFM4,286,44,202.64,blind,orlr,,1j,Carena et al. (2004) model; Also included in alternative SGPS-San_Gorgonio_Pass_thrust_NPS-CFM5,"Seeber and Armbruster, 1994; Carena et al., 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-CRRZ-San_Andreas_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Carrizo,CRRZ,San Andreas fault,HRVD,CFM6,117,61,2411.2,surface,rlss,,1 g-j,Fuis et al. propeller model-shallow,"Fuis et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-MJVS-San_Andreas_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Mojave,MJVS,San Andreas fault,HRVD,CFM6,116,90,871.66,surface,rlss,,1 g-j,Fuis et al. propeller model-shallow,"Fuis et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-MULT-Banning_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino-Coachella Valley,MULT,Banning fault strand,HVRD,CFM6,109,90,229.74,surface,rlss,,1 i-j,Yule & Sieh (2003) model,Yule & Sieh 2003 (JGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-MULT-Southern_San_Andreas_fault_and_Banning-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Multiple sections,MULT,Southern San Andreas fault (with Banning Section),HRVD,CFM6,310,62,1033.69,surface,rlss,,1j,Fuis et al. propeller model. Also contains a portion of the Banning fault to the north,"Fuis et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-PARK-San_Andreas_fault-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Parkfield,PARK,San Andreas fault,UCSB,CFM4,142,84,364.85,surface,rlss,,1f,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-SBMT-Garnet_Hill_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Garnet Hill fault strand,HRVD,CFM6,288,59,998.65,surface,orlr,,1i,Yule & Sieh (2003) model,"Yule and Sieh, 2003 (JGR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-SBMT-Mill_Creek_fault_strand-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Mill Creek fault strand,UCSB,CFM4,286,83,1089.64,surface,rlss,,1i,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-SBMT-Mission_Creek_fault_strand-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Mission Creek fault strand,UCSB,CFM4,282,82,831.77,surface,rlss,,1i,CFM4 model with steep dip; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SAFZ-SBMT-San_Andreas_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,San Andreas fault,HRVD,CFM6,115,51,2415.4,surface,rlss,,1 g-j,Fuis et al. propeller model-shallow,"Fuis et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Casa_Blanca_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Casa Blanca fault,UCSB,CFM5,221,88,59.29,surface,llss,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Chicken_Hill_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Chicken Hill fault,UCSB,CFM5,236,89,157.17,surface,llss,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Live_Oak_Canyon_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Live Oak Canyon fault,UCSB,CFM5,272,84,224.33,surface,ollr,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Redlands_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Redlands fault,UCSB,CFM5,252,87,70.69,surface,llss,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Reservoir_Canyon_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Reservoir Canyon fault,UCSB,CFM5,221,88,151.97,surface,llss,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-CHFZ-Western_Heights_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Western Heights fault,UCSB,CFM5,234,87,173.99,surface,llss,,336,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SBRN-Del_Rosa_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,Del Rosa cross fault,UCSB,CFM5,227,89,94.86,blind,llss,,missing,blind from seismicity,"Nicholson et al., 1986; Hauksson et al., 2012+updates; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SBRN-San_Bernardino_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,San Bernardino cross fault,UCSB,CFM5,221,90,127.74,blind,llss,,missing,blind; from seismicity,"Nicholson et al., 1986; Hauksson et al., 2012+updates; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SGPS-San_Gorgonio_Pass_fault-CFM6,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Gorgonio Pass,SGPS,San Gorgonio Pass thrust,HRVD,CFM6,269,57,545.03,surface,orlr,,250,Yule model,"Yule and Sieh, 2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-Beaumont_A_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont A fault,UCSB,CFM5,311,63,213.67,blind,orlr,,missing,CFM5 model-blind; relocated seismicity,"Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-Beaumont_B_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont B fault,UCSB,CFM5,302,57,181.69,blind,orlr,,missing,CFM5 model-blind; relocated seismicity,"Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-Beaumont_C_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont C fault,UCSB,CFM5,297,59,304.15,blind,orlr,,missing,CFM5 model-blind; relocated seismicity,"Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-Beaumont_D_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont D fault,UCSB,CFM5,300,56,226.83,blind,orlr,,missing,CFM5 model-blind; relocated seismicity,"Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-Palm_Springs_blind_fault-CFM4,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Palm Springs fault,UCSB,CFM4,302,59,267.62,blind,rlss,,missing,CFM4 model-blind; relocated seismicity,"Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-San_Gorgonio_Pass_deep_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Pass deep detachment,UCSB,CFM5,283,9,713.42,blind,r,,missing,blind; from seismicity,"Nicholson et al., 1986; Seeber and Armbruster, 1994; Hauksson et al., 2012; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFS-SGPR-SJMT-San_Gorgonio_Pass_midcrust_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Pass midcrust detachment,UCSB,CFM5,281,3,913.79,blind,r,,missing,blind; from seismicity,"Nicholson and Lees, 1992; Nicholson, 1996; Hauksson et al., 2012; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT: SALTON TROUGH FAULT AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-BRSZ-BRSZ-Brawley_fault-CFM5,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BRSZ,Brawley fault,UCSB,CFM5,3,90,258.92,surface,rlss,,124,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2013, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-BRSZ-BRSZ-Brawley_Seismic_Zone_boundary-CFM1,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BRSZ,Brawley Seismic zone,HRVD,CFM1,337,90,1244.84,blind,rlss,,124,"Boundary without Brawley fault, based on relocated seismicity","Plesch et al., 2007 (BSSA), Hauksson & Shearer, 2005 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
