CFM7.0 Fault Object Name,Fault Area/Major Fault System,Code,Fault Zone/Region,Code,Fault Section,Code,Fault Name,Source/Author,Last Update,wAvgStrike,wAvgDip,TotalArea(km^2),Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-CPFZ-CRPB-Cerro_Prieto_fault-CFM1,Salton Trough Fault Area,SALT,Cerro Prieto fault zone,CPFZ,Cerro Prieto basin,CRPB,Cerro Prieto fault,HRVD,CFM1,130,90,1205.34,surface,rlss,,missing,,"Thomas & Rockwell, 1996 (JGR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-CRSF-IMPV-Elmore_Ranch_fault-CFM1,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Elmore Ranch fault,HRVD,CFM1,214,90,396.43,blind,llss,propose crossfault id,125f,Qfaults + relocated seismicity,"Nicholson et al., 1986; Nicholson and Seeber, 1989; Hudnut et al., 1989; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-CRSF-IMPV-Westmorland_fault_main-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault,CMDT,CFM4,38,90,169.39,blind,llss,,missing,main; from relocated seismicity,"Nicholson et al., 1986; Nicholson and Seeber, 1989; Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-CRSF-IMPV-Westmorland_fault_splay-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault splay,CMDT,CFM4,60,90,66.88,blind,llss,,missing,splay; from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-CRSF-SLTS-Extra_fault-CFM3,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Salton Sea,SLTS,Extra fault,HRVD,CFM3,229,90,524.93,surface,llss,,missing,Seeber model; Qfaults + relocated seismicity,"Hudnut et al., 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-IMFZ-IMPV-Imperial_fault_east_strand_north-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch,UCSB,CFM5,329,90,222.82,blind,rlss,,132,inferred east strand-north; blind; from relocated seismicity,"Hauksson et al., 2012+updates; Nicholson et al., 2013, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-IMFZ-IMPV-Imperial_fault_east_strand_south-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch,UCSB,CFM5,149,90,162.5,blind,rlss,,132,inferred east strand-south; blind; from relocated seismicity,"Hauksson et al., 2012+updates; Nicholson et al., 2013, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-IMFZ-IMPV-Imperial_fault_Edip_Nend-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault,CMDT,CFM5,324,90,766.48,surface,rlss,,132,E-dipping at north end-FUIS; Qfaults + relocated seismicity,"Fuis et al., 1982; Bryant, 2005+updates; Shearer et al., 2005; Hauksson et al., 2012+updates; Nicholson et al., 2013, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALT-IMFZ-IMPV-Imperial_fault_north_end-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault,UCSB,CFM5,8,88,18.07,surface,rlss,,132,small segment at north end; Qfaults,"Bryant, 2005+updates; Nicholson et al., 2013, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY: SAN FRANCISCO BAY AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-BTFZ-MULT-Butano-CFM7,San Franciso Bay Area,SFBY,Butano Fault Zone,BTFZ,MULT,MULT,Butano fault,HRVD,CFM7,305,65,607.9,surface,orlr,,,combined sections,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-CNGV-LKBY-Berryessa-CFM7,San Franciso Bay Area,SFBY,Concord-Green Valley Fault Zone,CNGV,Lake Beryessa,LKBY,Berryessa fault,HRVD,CFM7,155,89,730.23,surface,rlss,,,section of long combined fault from Bay Area Model (Hunting Creek represented in NCSV-Bartlett_Springs_connected_to_Hunting_to_ST),"Bay Area Model, Lienkaemper, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-CNGV-MULT-Concord_Green_Valley-CFM7,San Franciso Bay Area,SFBY,Concord-Green Valley Fault Zone,CNGV,MULT,MULT,Concord-Green Valley fault,HRVD,CFM7,161,86,811.5,surface,rlss,,,break up into Concord and Green Valley Faults,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-CYFZ-CLYV-Collayomi-CFM7,San Franciso Bay Area,SFBY,Collayomi Fault Zone,CYFZ,Collayomi Valley,CLYV,Collayomi fault,HRVD,CFM7,139,90,246.96,surface,rlss,,,,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-DLCF-LMRI-Los_Medanos_Roe_Island-CFM7,San Franciso Bay Area,SFBY,Delta-Contraction,DLCF,Los Medanos - Roe Island,LMRI,Los Medanos-Roe Island fault,HRVD,CFM7,311,40,447.76,surface,r,,,thrust fault,"Delta report, URS (2007), Unruh and Krug, 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-DLCF-MIDD-Midland-CFM7,San Franciso Bay Area,SFBY,Delta-Contraction,DLCF,Mid Delta,MIDD,Midland fault,HRVD,CFM7,170,47,1314.27,blind,r,,,thrust fault,"Delta report, URS (2007), Unruh and Krug, 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-DLCF-PBKH-Pittsburg_Kirby_Hills-CFM7,San Franciso Bay Area,SFBY,Delta-Contraction,DLCF,Pittsburg-Kirby Hills,PBKH,Pittsburg-Kirby Hills fault,HRVD,CFM7,351,50,343.5,surface,r,,,thrust fault,Unruh and Hector (2007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-GVFZ-MULT-Greenville-CFM7,San Franciso Bay Area,SFBY,Greenville Fault Zone,GVFZ,MULT,MULT,Greenville fault,HRVD,CFM7,334,84,1117.23,surface,rlss,,,combined sections,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-HBRC-AVRH-Alexander_Redwood_Hill-CFM7,San Franciso Bay Area,SFBY,Healdsburg-Rogers Creek fault zone,HBRC,Alexander Valley-Redwood Hill,AVRH,Alexander-Redwood Hill fault,HRVD,CFM7,142,90,246.72,surface,rlss,,,break up into Alexander fault and Redwood Hill fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-HBRC-BNTV-Bennett_Valley-CFM7,San Franciso Bay Area,SFBY,Healdsburg-Rogers Creek fault zone,HBRC,Bennett Valley,BNTV,Bennett Valley fault,HRVD,CFM7,333,90,345.92,surface,rlss,,,,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-LPFZ-LVRV-Las_Positas-CFM7,San Franciso Bay Area,SFBY,Las Positas Fault Zone,LPFZ,Livermore Valley,LVRV,Las Positas fault,HRVD,CFM7,66,90,316.1,surface,llss,,,seems less connected,Carpenter et al. 1984 (LLNL report),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-MBTL-EMBY-Eastern_Monterey_Bay-CFM7,San Franciso Bay Area,SFBY,Monterey Bay-Tularcitos Fault Zone,MBTL,Eastern Monterey Bay,EMBY,Eastern Monterey Bay fault,HRVD,CFM7,140,90,171.01,surface,rlss,,,offshore fault,"Johnson et al., 2016; Cochrane et al., 2016; Dartnell et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-MBTL-MBCV-Monterey_Bay_Tularcitos-CFM7,San Franciso Bay Area,SFBY,Monterey Bay-Tularcitos Fault Zone,MBTL,Monterey Bay - Carmel Valley,MBCV,Monterey Bay-Tularcitos fault,HRVD,CFM7,141,90,721.55,surface,rlss,,,fault truncated against Reliz fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-MBTL-MULT-Reliz-CFM7,San Franciso Bay Area,SFBY,Monterey Bay-Tularcitos Fault Zone,MBTL,MULT,MULT,Reliz fault,HRVD,CFM7,137,58,1483.42,surface,rlss,,,fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-MDFZ-MTDB-Mount_Diablo-CFM7,San Franciso Bay Area,SFBY,Mt. Diablo Fault Zone,MDFZ,Mt. Diablo,MTDB,Mt. Diablo thrust,HRVD,CFM7,311,35,792.46,surface,r,,,thrust fault,"Unruh and Sawyer 1995, Unruh and Krug 2007, Wakabayashi 2007, URS, 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-CNCS-Contra_Costa-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,Contra Costa,CNCS,Contra Costa shear zone,HRVD,CFM7,164,88,1119.99,surface,orlr,,,"complex, large shear zone, seven fault strands","Graymer et al., 1994, Brossy et al. 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-CNCS-Franklin-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,Contra Costa,CNCS,Franklin fault,HRVD,CFM7,156,90,1007.01,surface,rlss,,,fault connects Calaveras and West Napa faults,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-HLLV-Quien_Sabe-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,Hollister Valley,HLLV,Quien Sabe fault,HRVD,CFM7,145,84,265.65,surface,rlss,,,fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-HYWD-Mission-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,Hayward,HYWD,Mission fault,HRVD,CFM7,318,88,152.57,surface,rlss,,,fault connected to Hayward and Calaveras faults,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-MULT-Calaveras-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,MULT,MULT,Calaveras fault,HRVD,CFM7,152,86,1949.21,surface,rlss,,,"includes Paicines, San Benito fault sections","USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-MULT-Hayward_Rogers_Creek-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,MULT,MULT,Hayward-Rogers Creek fault,HRVD,CFM7,328,74,1405.93,surface,rlss,,,break up into Hayward and Rogers Creek faults,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-MULT-Rogers_Creek_Healdsburg-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,MULT,MULT,Rogers Creek-Healdsburg fault,HRVD,CFM7,329,77,652.59,surface,rlss,,,fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-NAPA-West_Napa-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Roger Creek-Hayward Fault Zone,NCRH,Napa,NAPA,West Napa fault,HRVD,CFM7,155,75,481.55,surface,rlss,,,fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-SLCR-Silver_Creek-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,Silver Creek,SLCR,Silver Creek fault,HRVD,CFM7,145,78,702.03,surface,rlss,,,fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-NCRH-SNJS-San_Jose-CFM7,San Franciso Bay Area,SFBY,Napa-Calaveras-Rogers Creek-Hayward Fault Zone,NCRH,San Jose,SNJS,San Jose fault,HRVD,CFM7,317,73,461.48,surface,rlss,,,fault truncated against Silver Creek fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-CRPG-San_Andreas-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,creeping section,CRPG,San Andreas fault,HRVD,CFM7,139,89,1491.11,surface,rlss,,,creeping section of SAF,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-GLGT-Golden_Gate-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,Golden Gate,GLGT,Golden Gate fault,HRVD,CFM7,147,90,302.56,surface,rlss,,,offshore fault,"Ryan et al., 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-MNTM-Pilarcitos-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,Montara Mt.,MNTM,Pilarcitos fault,HRVD,CFM7,317,89,464.45,surface,rlss,,,fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-MULT-Sargent-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,MULT,MULT,Sargent Fault Zone,HRVD,CFM7,124,90,735.98,surface,rlss,,,"dominant reverse fault in north, right-lateral strike slip in south","USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-NPEN-San_Andreas-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,northern Peninsular,NPEN,San Andreas fault,HRVD,CFM7,147,88,1053.94,surface,rlss,,,subdivision of SAF,"USGS Bay Area 3d model, USGS (2020), Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-OFPR-Point_Reyes-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,Offshore Point Reyes,OFPR,Point Reyes fault,HRVD,CFM7,322,50,877.12,surface,r,,,reverse fault,"Qfaults, USGS (2020), Ryan et al, 2008, Watt et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-PLPR-San_Andreas-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,"Peninsular, Loma Prieta",PLPR,San Andreas fault,HRVD,CFM7,136,80,796.77,surface,orlr,,,subdivision of SAF,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-SPEN-San_Andreas-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,southern Peninsular,SPEN,San Andreas fault,HRVD,CFM7,137,75,253.63,surface,rlss,,,subdivision of SAF,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SAFZ-STCL-Monte_Vista_Shannon-CFM7,San Franciso Bay Area,SFBY,San Andreas Fault Zone,SAFZ,Santa Clara,STCL,MonteVista-Shannon fault,HRVD,CFM7,122,60,705.38,surface,orlr,,,fault truncated against San Andreas fault,"Qfaults, USGS (2020); Kennedy and Hitchcock, 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SGFZ-BGSR-San_Gregorio-CFM7,San Franciso Bay Area,SFBY,San Gregorio Fault Zone,SGFZ,Big Sur,BGSR,San Gregorio fault (south),HRVD,CFM7,333,68,892.55,surface,orlr,,,southern San Gregorio fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SGFZ-SNGR-San_Gregorio-CFM7,San Franciso Bay Area,SFBY,San Gregorio Fault Zone,SGFZ,San Gregorio,SNGR,San Gregorio fault (north),HRVD,CFM7,340,84,1700.16,surface,orlr,,,northern San Gregorio fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-SGFZ-WGLG-Potato_Patch-CFM7,San Franciso Bay Area,SFBY,San Gregorio Fault Zone,SGFZ,Western Golden Gate,WGLG,Potato Patch fault,HRVD,CFM7,166,90,255.21,surface,rlss,,,offshore fault,"Ryan et al., 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBY-ZYVG-MULT-Zayante_Vergeles-CFM7,San Franciso Bay Area,SFBY,Zayante-Vergeles Fault Zone,ZYVG,MULT,MULT,Zayante-Vergeles fault,HRVD,CFM7,119,31,2270.64,surface,orlr,,,combined fault,"USGS Bay Area 3d model, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA: SIERRA NEVADA FAULT AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-AHTC-ASHH-Ash_Hill_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Ash Hill,ASHH,Ash Hill fault,HRVD,CFM2,157,80,194.03,surface,orln,,233,qfaults,"Bryant, 2005+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Tank Canyon,TANK,Tank Canyon fault,HRVD,CFM2,180,54,135.67,surface,n,,71,qfaults,"Bryant, 2005+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-ALFZ-COSO-Airport_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Airport Lake fault zone,ALFZ,Coso,COSO,Airport Lake fault,CMDT,CFM5,360,86,592.35,surface,orln,,73,,"Hauksson et al., 2012+updates; Bryant, 2005+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-COSJ-Coso_Junction_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Coso Junction,COSJ,Coso Junction fault,HRVD,CFM5,6,51,217.9,blind,orln,,,,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-CRSS-Coso_Junction_cross_fault_array-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Cross,CRSS,Coso Junction cross fault array,HRVD,CFM5,224,74,177.97,blind,orln,,,,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-CRSS-Rose_Valley_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Cross,CRSS,Rose Valley cross fault,HRVD,CFM5,69,69,46.51,blind,olln,,,,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-HWRS-Haiwee_fault_connector-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Haiwee Reservoir,HWRS,Haiwee fault connector,HRVD,CFM5,336,90,101.67,blind,orln,,,connector to Owens Valley fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-HWRS-Haiwee_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Haiwee Reservoir,HWRS,Haiwee fault,HRVD,CFM5,341,89,84.03,blind,orln,,,,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-CJFZ-ROSE-Rose_Valley_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Rose Valley,ROSE,Rose Valley fault,HRVD,CFM5,178,81,125.01,blind,orln,,,,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-HMFZ-MULT-Hunter_Mountain_fault-CFM1,Sierra Nevada Fault Area,SNFA,Hunter Mountain fault zone,HMFZ,Hunter Mtn-Saline Valley,MULT,Hunter Mountain fault,HRVD,CFM1,318,90,1064.05,surface,orln,,66a-b,qfaults,"Bryant, 2005+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CNTR-Little_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Central,CNTR,Little Lake fault,HRVD,CFM5,330,87,525.84,surface,rlss,,72,relocated seismicity,"Hauksson et al., 2012+updates; Bryant, 2005+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Central_Little_Lake_south_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south cross fault,HRVD,CFM5,42,86,38.11,blind,olln,,72,southern cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_center_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake center cross fault,HRVD,CFM5,230,77,89.97,blind,olln,,72,north south cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_north_east_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north north east cross fault,HRVD,CFM5,54,83,66.25,surface,olln,,72,north north east cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_north_west_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north north west cross fault,HRVD,CFM5,54,86,46.04,surface,olln,,72,north north west cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_south_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north south cross fault,HRVD,CFM5,49,83,84.06,surface,olln,,72,north south cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_south_dip_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south dip cross fault,HRVD,CFM5,233,82,104.66,blind,olln,,72,south dipping cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-CRSS-Eastern_Little_Lake_south_north_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south north cross fault,HRVD,CFM5,35,87,46.63,blind,olln,,72,south north cross fault,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-China_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,China Lake fault,HRVD,CFM5,154,85,96.87,blind,orln,,72,main and west branch,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_center_east_branch-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake center east branch,HRVD,CFM5,317,85,179.47,surface,orln,,72,center east branch,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_main_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake main fault,HRVD,CFM5,317,88,736.29,surface,orln,,72,main strand,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_NC_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NC splay,HRVD,CFM5,347,81,160.71,surface,orln,,72,north-center splay,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_NE_outer_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NE outer splay,HRVD,CFM5,349,81,253.08,surface,orln,,72,northeast outer splay,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_NE_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NE splay,HRVD,CFM5,341,80,232.19,surface,orln,,72,northeast splay,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_NW_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NW splay,HRVD,CFM5,334,86,138.42,surface,orln,,72,northwest splay,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNFA-LLFZ-EAST-Eastern_Little_Lake_south_west_branch-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake south west branch,HRVD,CFM5,323,88,196.92,surface,orln,,72,south west branch,"Hauksson et al., 2012+updates; Plesch et al. 2020 (SCEC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
