name,area,aabb,zone,zabb,section,sabb,fault
SAFS-SAFZ-PARK-San_Andreas_fault-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,Parkfield,PARK,San Andreas fault
SAFS-SAFZ-SBMT-Garnet_Hill_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Garnet Hill fault strand
SAFS-SAFZ-SBMT-Mill_Creek_fault_strand-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Mill Creek fault strand
SAFS-SAFZ-SBMT-Mission_Creek_fault_strand-CFM4,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,Mission Creek fault strand
SAFS-SAFZ-SBMT-San_Andreas_fault-CFM6,San Andreas Fault System,SAFS,San Andreas fault zone,SAFZ,San Bernardino Mountains,SBMT,San Andreas fault
SAFS-SGPR-CHFZ-Casa_Blanca_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Casa Blanca fault
SAFS-SGPR-CHFZ-Chicken_Hill_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Chicken Hill fault
SAFS-SGPR-CHFZ-Live_Oak_Canyon_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Live Oak Canyon fault
SAFS-SGPR-CHFZ-Redlands_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Redlands fault
SAFS-SGPR-CHFZ-Reservoir_Canyon_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Reservoir Canyon fault
SAFS-SGPR-CHFZ-Western_Heights_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,Crafton Hills fault zone,CHFZ,Western Heights fault
SAFS-SGPR-SBRN-Del_Rosa_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,Del Rosa cross fault
SAFS-SGPR-SBRN-San_Bernardino_cross_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Bernardino,SBRN,San Bernardino cross fault
SAFS-SGPR-SGPS-San_Gorgonio_Pass_fault-CFM6,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Gorgonio Pass,SGPS,San Gorgonio Pass thrust
SAFS-SGPR-SJMT-Beaumont_A_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont A fault
SAFS-SGPR-SJMT-Beaumont_B_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont B fault
SAFS-SGPR-SJMT-Beaumont_C_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont C fault
SAFS-SGPR-SJMT-Beaumont_D_blind_fault-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Beaumont D fault
SAFS-SGPR-SJMT-Palm_Springs_blind_fault-CFM4,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,Palm Springs fault
SAFS-SGPR-SJMT-San_Gorgonio_Pass_deep_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Pass deep detachment
SAFS-SGPR-SJMT-San_Gorgonio_Pass_midcrust_detachment-CFM5,San Andreas Fault System,SAFS,San Gorgonio Pass fault region,SGPR,San Jacinto Mountains,SJMT,San Gorgonio Pass midcrust detachment
SALT-BRSZ-BRSZ-Brawley_fault-CFM5,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BRSZ,Brawley fault
SALT-BRSZ-BRSZ-Brawley_Seismic_Zone_boundary-CFM1,Salton Trough Fault Area,SALT,Brawley Seismic Zone,BRSZ,Brawley Seismic Zone,BRSZ,Brawley Seismic zone
SALT-CPFZ-CRPB-Cerro_Prieto_fault-CFM1,Salton Trough Fault Area,SALT,Cerro Prieto fault zone,CPFZ,Cerro Prieto basin,CRPB,Cerro Prieto fault
SALT-CRSF-IMPV-Elmore_Ranch_fault-CFM1,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Elmore Ranch fault
SALT-CRSF-IMPV-Westmorland_fault_main-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault
SALT-CRSF-IMPV-Westmorland_fault_splay-CFM4,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Imperial Valley,IMPV,Westmorland fault splay
SALT-CRSF-SLTS-Extra_fault-CFM3,Salton Trough Fault Area,SALT,Cross Faults,CRSF,Salton Sea,SLTS,Extra fault
SALT-IMFZ-IMPV-Imperial_fault_east_strand_north-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch
SALT-IMFZ-IMPV-Imperial_fault_east_strand_south-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault-east branch
SALT-IMFZ-IMPV-Imperial_fault_Edip_Nend-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault
SALT-IMFZ-IMPV-Imperial_fault_north_end-CFM5,Salton Trough Fault Area,SALT,Imperial fault zone,IMFZ,Imperial Valley,IMPV,Imperial fault
SNFA-AHTC-ASHH-Ash_Hill_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Ash Hill,ASHH,Ash Hill fault
SNFA-AHTC-TANK-Tank_Canyon_fault-CFM2,Sierra Nevada Fault Area,SNFA,Ash Hill-Tank Canyon fault system,AHTC,Tank Canyon,TANK,Tank Canyon fault
SNFA-ALFZ-COSO-Airport_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Airport Lake fault zone,ALFZ,Coso,COSO,Airport Lake fault
SNFA-CJFZ-COSJ-Coso_Junction_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Coso Junction,COSJ,Coso Junction fault
SNFA-CJFZ-CRSS-Coso_Junction_cross_fault_array-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Cross,CRSS,Coso Junction cross fault array
SNFA-CJFZ-CRSS-Rose_Valley_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Cross,CRSS,Rose Valley cross fault
SNFA-CJFZ-HWRS-Haiwee_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Haiwee Reservoir,HWRS,Haiwee fault
SNFA-CJFZ-HWRS-Haiwee_fault_connector-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Haiwee Reservoir,HWRS,Haiwee fault connector
SNFA-CJFZ-ROSE-Rose_Valley_fault-CFM5,Sierra Nevada Fault Area,SNFA,Coso Junction fault zone,CJFZ,Rose Valley,ROSE,Rose Valley fault
SNFA-HMFZ-MULT-Hunter_Mountain_fault-CFM1,Sierra Nevada Fault Area,SNFA,Hunter Mountain fault zone,HMFZ,Hunter Mtn-Saline Valley,MULT,Hunter Mountain fault
SNFA-LLFZ-CNTR-Little_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Central,CNTR,Little Lake fault
SNFA-LLFZ-CRSS-Central_Little_Lake_south_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_center_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake center cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_north_east_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north north east cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_north_west_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north north west cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_north_south_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake north south cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_south_dip_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south dip cross fault
SNFA-LLFZ-CRSS-Eastern_Little_Lake_south_north_cross_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Cross,CRSS,Eastern Little Lake south north cross fault
SNFA-LLFZ-EAST-China_Lake_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,China Lake fault
SNFA-LLFZ-EAST-Eastern_Little_Lake_center_east_branch-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake center east branch
SNFA-LLFZ-EAST-Eastern_Little_Lake_main_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake main fault
SNFA-LLFZ-EAST-Eastern_Little_Lake_NC_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NC splay
SNFA-LLFZ-EAST-Eastern_Little_Lake_NE_outer_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NE outer splay
SNFA-LLFZ-EAST-Eastern_Little_Lake_NE_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NE splay
SNFA-LLFZ-EAST-Eastern_Little_Lake_NW_splay-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake NW splay
SNFA-LLFZ-EAST-Eastern_Little_Lake_south_west_branch-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Eastern,EAST,Eastern Little Lake south west branch
SNFA-LLFZ-SOUT-Southern_Little_Lake_main_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Southern,SOUT,Southern Little Lake main fault
SNFA-LLFZ-SOUT-Southern_Little_Lake_north_fault-CFM5,Sierra Nevada Fault Area,SNFA,Little Lake fault zone,LLFZ,Southern,SOUT,Southern Little Lake north fault
SNFA-OVFZ-MULT-Owens_Valley_fault-CFM6,Sierra Nevada Fault Area,SNFA,Owens Valley fault zone,OVFZ,Multiple sections,MULT,Owens Valley fault
SNFA-OVFZ-STHN-Owens_Lake_deep_fault-CFM5,Sierra Nevada Fault Area,SNFA,Owens Valley fault zone,OVFZ,Southern,STHN,"blind Owens Lake fault, Lone Pine 2020 M5.8"
SNFA-OVFZ-STHN-Owens_Valley_fault_southern_extension-CFM5,Sierra Nevada Fault Area,SNFA,Owens Valley fault zone,OVFZ,Southern,STHN,"Owens Valley fault, southern extension"
SNFA-PMVZ-MULT-Panamint_Valley_fault-CFM2,Sierra Nevada Fault Area,SNFA,Panamint Valley fault zone,PMVZ,Northern Panamint-Brown Mtn,MULT,Panamint Valley fault
SNFA-SSNZ-INDP-Independence_fault-CFM1,Sierra Nevada Fault Area,SNFA,Southern Sierra Nevada fault zone,SSNZ,Independence,INDP,Independence fault
SNFA-SSNZ-MULT-Independence_Sierra_Nevada_fault-CFM1,Sierra Nevada Fault Area,SNFA,Southern Sierra Nevada fault zone,SSNZ,Independence-Haiwee Reservoir,MULT,Independence-Sierra Nevada fault
WTRA-MRFS-MULT-Mission_Ridge_Arroyo_Parida_fault-CFM5,Western Transverse Ranges Area,WTRA,Mission Ridge fault system,MRFS,Multiple sections,MULT,Mission Ridge-Arroyo Parida fault
WTRA-NCVS-NCHN-North_Channel_fault_east-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-east
WTRA-NCVS-NCHN-North_Channel_fault_west-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west
WTRA-NCVS-NCHN-North_Channel_fault_west_end-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west-end-top
WTRA-NCVS-PPTV-Pitas_Point_fault_east-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-east
WTRA-NCVS-PPTV-Pitas_Point_fault_east_splay-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-east-splay
WTRA-NCVS-PPTV-Pitas_Point_fault_west-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west
WTRA-NCVS-PPTV-Pitas_Point_fault_west_S-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west-S
WTRA-NCVS-PPTV-Pitas_Point_Ventura_fault_link-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point-Ventura fault link
WTRA-NCVS-RDMT-Red_Mountain_fault_N_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-north strand
WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-south strand
WTRA-NCVS-RDMT-Red_Mountain_fault_SW_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-SW-strand
WTRA-NCVS-VNTB-Southern_San_Cayetano_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Southern San Cayetano fault
WTRA-NCVS-VNTB-Upper_Southern_San_Cayetano_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Upper Southern San Cayetano fault
WTRA-NCVS-VNTB-Ventura_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Ventura fault
WTRA-ORFZ-MULT-Oak_Ridge_fault-CFM5,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Multiple sections,MULT,Oak Ridge fault
WTRA-ORFZ-OFFS-Mid_Channel_fault-CFM6,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Offshore-Mid-Channel trend,OFFS,Mid-Channel fault
WTRA-ORFZ-SFNV-Northridge_Frew_fault-CFM2,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,San Fernando Valley,SFNV,Northridge-Frew fault
WTRA-PHTS-COYT-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Coyote Hills,COYT,Puente Hills thrust
WTRA-PHTS-LABS-Las_Cienagas_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Las Cienagas fault
WTRA-PHTS-LABS-Puente_Hills_Thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Puente Hills thrust
WTRA-PHTS-LABS-San_Vicente_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,San Vicente fault
WTRA-PHTS-LABS-Upper_Elysian_Park_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Upper Elysian Park fault
WTRA-PHTS-PRTH-Peralta_Hills_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Peralta Hills,PRTH,Peralta Hills fault
WTRA-PHTS-RICH-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Richfield,RICH,Puente Hills thrust
WTRA-PHTS-STFS-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Sante Fe Springs,STFS,Puente Hills thrust
WTRA-SBCF-MULT-Western_Deep_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Multiple sections,MULT,Western Deep fault
WTRA-SBCF-WEST-Hondo_detachment-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Western,WEST,Hondo detachment
WTRA-SBTS-ANCP-Anacapa_Dume_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Anacapa-Dume,ANCP,Anacapa-Dume fault
WTRA-SBTS-MULT-Channel_Islands_Thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Santa Cruz Is-Anacapa,MULT,Channel Islands thrust
WTRA-SCFZ-SCLV-Del_Valle_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Del Valle fault
WTRA-SCFZ-SCLV-Holser_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Holser fault
WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,TopaTopa Mountains,TOPA,San Cayetano fault
WTRA-SFFS-ANCP-Malibu_Coast_fault_west-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Anacapa Passage,ANCP,Malibu Coast fault-west
WTRA-SFFS-LABS-Hollywood_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,Hollywood fault
WTRA-SFFS-LABS-North_Salt_Lake_blind_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,North Salt Lake fault
WTRA-SFFS-SGVS-Raymond_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,San Gabriel Valley,SGVS,Raymond fault
WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Malibu Coast fault-east
WTRA-SFFS-SMMT-Santa_Monica_thrust_fault-CFM6,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Santa Monica thrust
WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Cruz Island,SNCZ,Santa Cruz Island fault
WTRA-SFFS-SRSM-Santa_Rosa_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Rosa-San Miguel Islands,SRSM,Santa Rosa Island fault
WTRA-SFFS-SRSM-Western_Santa_Cruz_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Rosa-San Miguel Islands,SRSM,Western Santa Cruz Island fault
WTRA-SFNS-MSNH-Mission_Hills_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Mission Hills,MSNH,Mission Hills fault
WTRA-SFNS-SFNV-Northridge_Hills_fault-CFM3,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,Northridge Hills fault
WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,San Fernando fault
WTRA-SFNS-VRDM-Eagle_Rock_fault-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Eagle Rock fault
WTRA-SFNS-VRDM-Verdugo_fault-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Verdugo fault
WTRA-SGFZ-BTJG-San_Gabriel_fault_splay-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Big Tujunga,BTJG,San Gabriel fault splay
WTRA-SGFZ-MULT-Southern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Multiple sections,MULT,Southern San Gabriel fault
WTRA-SGFZ-PLMS-Northern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Palomas,PLMS,Northern San Gabriel fault
WTRA-SGFZ-USGR-Weber_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault
WTRA-SGFZ-USGR-Weber_fault_NE_extension-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault-NE extension
WTRA-SGMF-ICHC-Icehouse_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Icehouse Canyon,ICHC,Icehouse Canyon fault
WTRA-SGMF-SANC-San_Antonio_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,San Antonio Canyon,SANC,San Antonio Canyon fault
WTRA-SGMF-SANC-San_Antonio_Canyon_fault_splay-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,San Antonio Canyon,SANC,San Antonio Canyon fault splay
WTRA-SGMF-STDC-South_Fork_Stoddard_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Stoddard Canyon,STDC,South Fork-Stoddard Canyon fault
WTRA-SGMF-STDC-Stoddard_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Stoddard Canyon,STDC,Stoddard Canyon fault
WTRA-SMFZ-CCMG-Cucamonga_fault-CFM5,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Cucamonga,CCMG,Cucamonga fault
WTRA-SMFZ-CSPC-Clamshell_Sawpit_Canyon_fault-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Clamshell-Sawpit,CSPC,Clamshell-Sawpit Canyon fault
WTRA-SMFZ-MULT-Sierra_Madre_fault_west-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Multiple sections,MULT,Sierra Madre fault-west
WTRA-SMFZ-SMCC-Sierra_Madre_fault-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre-Clamshell Canyon,SMCC,Sierra Madre fault
WTRA-SMFZ-SMDD-Sierra_Madre_fault-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre D section,SMDD,Sierra Madre fault
WTRA-SMFZ-SMDE-Sierra_Madre_Cucamonga_connector-CFM5,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre E section,SMDE,Sierra Madre-Cucamonga connector
WTRA-SMFZ-SMDE-Sierra_Madre_fault-CFM4,Western Transverse Ranges Area,WTRA,Sierra Madre fault zone,SMFZ,Sierra Madre E section,SMDE,Sierra Madre fault
WTRA-SPJS-MULT-Padre_Juan_fault-CFM5,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan fault system,SPJS,Multiple sections,MULT,Padre Juan fault
WTRA-SPJS-SMGA-Javon_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan fault system,SPJS,San Miguelito anticline,SMGA,Javon Canyon fault
WTRA-SPJS-SPMT-Lion_Canyon_fault-CFM6,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan fault system,SPJS,Sulphur Mountain,SPMT,Lion Canyon fault
WTRA-SPJS-SPMT-Sisar_detachment-CFM6,Western Transverse Ranges Area,WTRA,Sisar-Padre Juan fault system,SPJS,Sulphur Mountain,SPMT,Sisar detachment
WTRA-SSFZ-MULT-Santa_Susana_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Susana fault zone,SSFZ,Multiple sections,MULT,Santa Susana fault
WTRA-SSRZ-MULT-Simi_Santa_Rosa_fault-CFM5,Western Transverse Ranges Area,WTRA,Simi-Santa Rosa fault zone,SSRZ,Multiple sections,MULT,Simi-Santa Rosa fault
WTRA-SSRZ-OXNP-Bailey_fault-CFM5,Western Transverse Ranges Area,WTRA,Simi-Santa Rosa fault zone,SSRZ,Oxnard Plain,OXNP,Bailey fault
WTRA-SYFZ-MULT-Santa_Ynez_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Ynez fault zone,SYFZ,Multiple sections,MULT,Santa Ynez fault
WTRA-SYRZ-MULT-Santa_Ynez_River_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Ynez River fault zone,SYRZ,Multiple sections,MULT,Santa Ynez River fault
WTRA-USAV-USAV-Indian_Hill_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Indian Hill fault
WTRA-USAV-USAV-San_Jose_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,San Jose fault
WTRA-USAV-USAV-Upland_fault-CFM1,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Upland fault
WTRA-USAV-USAV-Walnut_Creek_fault-CFM5,Western Transverse Ranges Area,WTRA,Upper Santa Ana Valley fault system,USAV,Upper Santa Ana Valley,USAV,Walnut Creek fault
