name,Source/Author,Last Update,Avg Strike,Avg Dip,Area [km^2],Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References
OCCA-OSMB-EAST-Purisima_fault_south-CFM5,UCSB,CFM5,190,76,18.66,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-EAST-Purisima_fault_west-CFM5,UCSB,CFM5,343,64,34.22,blind,orlr,,484,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_A-CFM5,UCSB,CFM5,340,47,102.82,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_B-CFM5,UCSB,CFM5,358,40,129.53,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-EAST-Santa_Maria_Basin_thrust_C-CFM5,UCSB,CFM5,5,50,112.46,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-WEST-West_Basin_fault_A-CFM5,UCSB,CFM5,356,49,209.09,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-WEST-West_Basin_fault_B-CFM5,UCSB,CFM5,360,42,122.91,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-OSMB-WEST-West_Basin_fault_C-CFM5,UCSB,CFM5,3,51,51.63,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-SLBS-MULT-Santa_Lucia_Bank_fault-CFM5,UCSB,CFM5,344,59,350.49,blind,orlr,,479,Sorlien model from MCS; CVMH; trimmed to seafloor,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-SLBS-NWST-Santa_Lucia_Bank_west_fault-CFM5,UCSB,CFM5,338,67,141.96,blind,orlr,,479,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-SLBS-NWST-Sur_fault_B-CFM5,UCSB,CFM5,336,72,139.19,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-SLBS-NWST-Sur_fault_C-CFM5,UCSB,CFM5,347,73,102.91,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
OCCA-SLBS-NWST-Sur_fault_D-CFM5,UCSB,CFM5,9,73,89.74,blind,orlr,,,Sorlien model from MCS; CVMH,"Sorlien et al., 1999, 2015; Nicholson et al., 2019"
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_east-CFM4,UCSB,CFM4,309,84,297.92,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015"
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_main-CFM4,UCSB,CFM4,306,86,1264.05,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015"
PNRA-ATEV-MULT-Agua_Tibia_Earthquake_Valley_fault_west-CFM4,UCSB,CFM4,311,89,361.85,surface,rlss,Proposed new id,126e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015"
PNRA-CLEP-BLDH-Compton_Los_Alamitos_fault-CFM5,UCSB,CFM5,292,19,336.66,blind,r,assigned blind fault,133,slight increase in dip to north,"Shaw and Suppe, 1996 (JGR); Nicholson et al., 2020"
PNRA-CLEP-LABS-Anaheim_fault-CFM1,HRVD,CFM1,314,71,172.08,blind,orlr,assigned blind fault,363,,"Wright, 1991 (AAPG)"
PNRA-CLEP-LABS-Compton_Los_Alamitos_fault-CFM2,HRVD,CFM2,303,22,572.53,blind,r,assigned blind fault,133,,"Shaw and Suppe, 1996 (JGR)"
PNRA-CLEP-PHLS-Lower_Elysian_Park_fault-CFM1,HRVD,CFM1,300,20,738.37,blind,r,assigned blind fault,134,CFM1 based on Shaw and Suppe fault bend folding modeling,"Davis et al., 1989 (JGR); Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)"
PNRA-CRSF-ALCM-Sawtooth_Range_fault-CFM4,CMDT,CFM4,29,88,113.43,blind,llss,,missing,blind; CFM4 model; relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-CRSF-CHNH-Yorba_Linda_lineament-CFM2,HRVD,CFM2,63,90,229.04,blind,llss,,missing,,"Hauksson, 1990 (JGR)"
PNRA-CRSF-CYMT-Devils_Canyon_fault-CFM4,CMDT,CFM4,30,90,306.95,blind,llss,,missing,blind; CFM4 model; relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-CRSF-EMCP-El_Mayor_Cucapah_normal_fault-CFM4,UCSB,CFM4,7,78,496.16,blind,n,,missing,CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-EMCP-El_Mayor_Cucapah_west_fault-CFM4,UCSB,CFM4,181,90,432.86,blind,n,,missing,CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-OCOT-Ocotillo_fault-CFM5,UCSB,CFM5,200,90,92.85,surface,llss,"mapped by CGS, probably has id",510,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-OCOT-Ocotillo_set1-CFM4,CMDT,CFM4,196,84,17.95,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-OCOT-Ocotillo_set2-CFM4,CMDT,CFM4,219,83,10.54,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-OCOT-Ocotillo_set3-CFM4,CMDT,CFM4,19,90,44.91,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-OCOT-Ocotillo_set4-CFM4,CMDT,CFM4,20,88,2.67,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-OCOT-Ocotillo_set5-CFM4,CMDT,CFM4,213,79,2.84,blind,llss,,510,blind; CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-CRSF-PGWS-Painted_Gorge_Wash_fault-CFM4,CMDT,CFM4,29,87,355.37,surface,llss,,312,CGS map - CFM4 model; relocated seismicity,"Hauksson et al., 2011; Nicholson et al., 2011; Treiman et al., 2012"
PNRA-CRSF-USAV-Fontana_Seismicity_lineament-CFM1,HRVD,CFM1,223,80,396.37,blind,llss,,missing,"relocated seismicity bestfit, CFMA model","Hauksson & Shearer, 2005 (BSSA), Plesch et al. 2007 (BSSA)"
PNRA-CRSF-USAV-Red_Hill_fault-CFM5,UCSB,CFM5,240,80,154.54,surface,llss,,332,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017"
PNRA-CRSF-YUHA-Shell_Beds_fault-CFM5,CMDT,CFM5,204,83,45.05,surface,llss,"mapped by CGS, probably has id",495,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_fault-CFM5,CMDT,CFM5,211,79,98.76,surface,llss,"mapped by CGS, probably has id",495,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Wash_fault-CFM5,CMDT,CFM5,200,80,33.84,blind,llss,"mapped by CGS, probably has id",495,CFM5 model; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Well_fault-CFM5,CMDT,CFM5,204,89,69.57,surface,llss,,309,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Well_fault_north_set1-CFM5,CMDT,CFM5,19,89,1.4,blind,llss,,309,CFM5 model; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Well_fault_northwest-CFM5,UCSB,CFM5,212,90,10.54,surface,llss,,309,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Well_fault_west-CFM5,UCSB,CFM5,32,90,20.52,surface,llss,,309,steep-CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CRSF-YUHA-Yuha_Well_Vista_del_Anza_fault-CFM5,CMDT,CFM5,21,86,17.08,surface,llss,,309,CFM5 model; relocated seismicty; truncated by Laguna Salada east branch,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-CSTF-SJQH-San_Joaquin_Hills_fault-CFM3,HRVD,CFM3,131,24,389.81,blind,r,,186,Grant et al. (1999) - CFM3 model. Approximately truncated by Newport-Inglewood,"Grant et al., 1999 (Geology)"
PNRA-DVVZ-DVSV-Davies_Valley_fault-CFM5,UCSB,CFM5,339,87,58.16,surface,rlss,,310,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-DVVZ-NDVS-Northern_Davies_Valley_set1-CFM4,CMDT,CFM4,144,77,8.84,blind,rlss,,310,set1 - CFM4 model,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-DVVZ-WDVV-West_Davies_Valley_fault-CFM6,CMDT,CFM6,336,87,15.83,blind,rlss,,310,CFM4 model,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-CHNO-Chino_fault_Central_Ave-CFM4,CMDT,CFM4,139,69,169.51,surface,orlr,,126b,Central Avenue; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-CHNO-Chino_fault_main-CFM4,UCSB,CFM4,144,74,270.07,surface,orlr,,126b,main; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-CYMT-Elsinore_fault-CFM4,CMDT,CFM4,306,85,612.65,surface,orlr,,126f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-GLIV-Glen_Ivy_North_fault-CFM4,UCSB,CFM4,127,87,599.66,surface,rlss,,126c,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-GLIV-Glen_Ivy_South_fault-CFM4,CMDT,CFM4,131,89,204.33,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-INDV-Indiviso_fault-CFM4,UCSB,CFM4,129,77,826.1,surface,rlss,Proposed new id,proposed 126h,CFM4 model-main; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-INDV-Indiviso_fault_splay-CFM4,UCSB,CFM4,309,73,298.45,surface,rlss,Proposed new id,proposed 126h,CFM4 model-splay; mapped traces + relocated seismicity,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-JULN-Elsinore_fault_north-CFM4,UCSB,CFM4,305,85,462.44,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-JULN-Elsinore_fault_south-CFM4,UCSB,CFM4,130,87,923.96,surface,rlss,,126e,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-JULN-Elsinore_fault_Wildomar_link-CFM4,CMDT,CFM4,308,81,161.43,surface,rlss,,126e,Wildomar-link; CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping-CFM5,UCSB,CFM5,156,65,122.99,surface,orln,,126g,east branch-dipping; CGS map + relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_east_branch_dipping_splay-CFM5,UCSB,CFM5,179,65,40.42,blind,orln,,126g,CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_north-CFM5,CMDT,CFM5,126,82,448.96,surface,orln,,126g,north section-main; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_south-CFM5,CMDT,CFM5,128,82,835.73,surface,orln,,126g,south section-main; mapped traces + relocated seismicity,"Fletcher et al., 2010; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_center-CFM5,UCSB,CFM5,141,81,54.17,surface,orln,,126g,West Branch-center; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_deep_splay-CFM5,CMDT,CFM5,318,87,28.63,blind,orln,,126g,West Branch-deep_splay_east; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_east-CFM5,CMDT,CFM5,139,81,80.69,surface,orln,,126g,West Branch-east; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-LGSD-Laguna_Salada_fault_west_branch_west-CFM5,UCSB,CFM5,138,74,92.87,surface,orln,,126g,West Branch-west; CGS map - CFM5 model; relocated seismicity,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-SRCP-Borrego_fault-CFM4,CMDT,CFM4,137,89,23.92,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Borrego_fault,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-SRCP-Paso_Inferior_fault-CFM4,CMDT,CFM4,144,73,13.35,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-SRCP-Paso_Superior_fault-CFM4,CMDT,CFM4,330,72,191.57,surface,orln,Proposed new id,proposed 126j,shallow SCPF from trace,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-SRCP-Pescadores_fault-CFM4,CMDT,CFM4,132,55,56.35,blind,orln,Proposed new id,proposed 126j,shallow SCPF from trace; previously PNRA-ELSZ-SRCP-Sierra_Cucapah-Pescadores_fault,"Hudnut et al., 2010; Fletcher et al., 2010; Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-SRCP-Sierra_Cucapah_fault-CFM4,CMDT,CFM4,312,72,1158.38,blind,orln,Proposed new id,proposed 126j,deep from seismicity,"Hauksson et al., 2011; Nicholson et al., 2011"
PNRA-ELSZ-TMCL-Wildomar_fault-CFM4,UCSB,CFM4,314,84,683.07,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-TMCL-Willard_fault-CFM4,UCSB,CFM4,312,85,561.93,surface,rlss,,126d,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012"
PNRA-ELSZ-WHIT-East_Montebello_fault-CFM3,HRVD,CFM3,149,90,198.22,surface,rlss,,356,,"Yeats, 2004 (GSA Bull.), Wright, 1991 (AAPG)"
PNRA-ELSZ-WHIT-Whittier_fault-CFM6,HRVD,CFM6,298,72,702.39,surface,rlss,,126a,split model,"Shaw et al., 2002 (BSSA)"
PNRA-ELSZ-WHIT-Whittier_Heights_fault-CFM1,HRVD,CFM1,329,82,109.06,surface,rlss,,126a,,"Yeats, 2004 (GSA Bull.)"
PNRA-ELSZ-WHIT-Workman_Hill_fault-CFM1,HRVD,CFM1,310,75,113.82,surface,rlss,,126a,,"Yeats, 2004 (GSA Bull.)"
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_blind_north-CFM5,CMDT,CFM5,306,88,85.77,blind,orln,Proposed new id,proposed 126i,Blind northern; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-YUHA-Sierra_Cucapah_fault_NW_splay-CFM5,CMDT,CFM5,314,82,95.47,surface,orln,Proposed new id,proposed 126i,northwest splay w/trace; previously -NW-extension-Laguna Salada fault-Treiman,"Treiman et al., 2012; Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-ELSZ-YUHA-Yuha_Desert_blind_fault-CFM6,CMDT,CFM6,136,81,39.46,blind,rlss,,proposed 126i,Blind east-side of cross faults; relocated seismicity,"Hauksson et al., 2012; Nicholson et al., 2012"
PNRA-HSSF-AGCT-Agua_Caliente_fault_zone-CFM4,UCSB,CFM4,310,86,1317.54,surface,rlss,496b?,496,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011; Hauksson et al., 2012; Rockwell et al., 2013; Gordon et al. 2015"
PNRA-HSSF-HOTS-Hot_Springs_fault-CFM4,UCSB,CFM4,298,83,639.48,surface,rlss,496c?,496,,"Rockwell et al., 2013; Gordon et al., 2015"
PNRA-HSSF-MRHS-Murrieta_Hotsprings_fault-CFM4,UCSB,CFM4,289,82,552.32,surface,rlss,496d?,496,,"Rockwell et al., 2013; Gordon et al., 2015"
PNRA-NBJD-CDVD-Canada_David_detachment-CFM3,HRVD,CFM3,175,25,1433.73,surface,n,,missing,,"Axen & Fletcher, 2001"
PNRA-NBJD-SRCP-Cerro_Centinela_fault-CFM2,HRVD,CFM2,220,24,113.99,surface,n,is mapped,missing,,"Axen & Fletcher, 2001"
PNRA-NIRC-LABS-Newport_Inglewood_fault-CFM5,UCSB_HRVD,CFM5,317,79,1434.34,surface,rlss,,127a-b,"Qfaults + relocated seismicity, dipping model with a split in surface due to slip on the intersecting Compton fault","Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017"
PNRA-SJFZ-ANZA-Buck_Ridge_fault-CFM4,UCSB,CFM4,299,89,622.61,surface,rlss,,125c,CFM4 model; mostly blind from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Clark_fault_north-CFM4,CMDT,CFM4,306,82,821.01,surface,rlss,,125c,complete; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Clark_fault_south_east-CFM4,UCSB,CFM4,301,87,263.28,surface,rlss,,125c,south-east; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Clark_fault_south_main-CFM4,UCSB,CFM4,300,88,996.27,surface,rlss,,125c,south-main; SE-extension blind; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Clark_fault_south_west-CFM4,CMDT,CFM4,118,89,82.25,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Clark_fault_south_west_link-CFM4,CMDT,CFM4,315,86,93.68,blind,rlss,,125c,south-west-link; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-ANZA-Hot_Springs_Buck_Ridge_link-CFM4,CMDT,CFM4,147,88,264.24,surface,rlss,,125c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-BRMT-Coyote_Creek_blind_fault_north_east-CFM4,UCSB,CFM4,308,84,175.09,blind,rlss,,125e,northeast strand; blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-BRMT-Coyote_Creek_fault-CFM4,UCSB,CFM4,314,89,628.53,surface,rlss,,125e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-CYTC-Coyote_Creek_fault_center_east_splay-CFM4,UCSB,CFM4,140,89,144.95,surface,rlss,,125d,center-east_splay,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-CYTC-Coyote_Creek_fault-CFM4,UCSB,CFM4,131,89,728.98,surface,rlss,,125d,main; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-IMPV-Dixieland_fault-CFM5,CMDT,CFM5,313,90,497.85,blind,rlss,,proposed 125h,complete; blind from relocated seismicity; previously Superstition_Mtn-New_River_extension,"Hauksson et al., 2012+updates; Nicholson et al., 2014"
PNRA-SJFZ-IMPV-Weinert_El_Centro_fault-CFM5,UCSB,CFM5,316,90,323.93,blind,rlss,proposed 125h,125f,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-IMPV-Weinert_Superstition_Hills_link-CFM5,CMDT,CFM5,209,90,8.6,surface,olln,,proposed 125h,CFM4 model; mostly blind from relocated seismicity,"Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SBRN-Glen_Helen_fault_NW-CFM6,UCSB,CFM6,309,87,332.71,surface,rlss,,125a,relocated seismicity + nodal planes,"Hauksson et al., 2012+updates; Nicholson et al., 2020"
PNRA-SJFZ-SBRN-Glen_Helen_fault_SE-CFM6,UCSB,CFM6,310,86,175.3,surface,rlss,,125a,relocated seismicity + nodal planes,"Hauksson et al., 2012+updates; Nicholson et al., 2020"
PNRA-SJFZ-SBRN-Loma_Linda_fault-CFM4,UCSB,CFM4,320,87,223.7,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SBRN-Lytle_Creek_fault-CFM5,CMDT,CFM5,312,89,343,surface,rlss,,125a,increasing dip towards dipping San Jacinto,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2018"
PNRA-SJFZ-SBRN-Rialto_Colton_fault-CFM4,UCSB,CFM4,308,85,225.81,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SBRN-San_Jacinto_Claremont_fault-CFM4,UCSB,CFM4,313,87,817.99,surface,rlss,,125a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SJCV-Casa_Loma_fault-CFM4,UCSB,CFM4,133,88,467.1,surface,rlss,,125b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SJCV-Claremont_fault-CFM4,UCSB,CFM4,135,84,685.5,surface,rlss,,125b,Main; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SJCV-Hot_Springs_fault-CFM4,UCSB,CFM4,128,87,687.91,surface,rlss,,125b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SJCV-Hot_Springs_fault_west-CFM4,UCSB,CFM4,101,85,145.09,surface,rlss,,125b,west branch; from relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SJCV-San_Jacinto_Claremont_fault_east-CFM4,UCSB,CFM4,315,88,186.83,surface,rlss,,125b,east branch; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SSHS-Superstition_Hills_fault-CFM4,UCSB,CFM4,305,90,358.87,surface,rlss,,125f,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SSMT-Superstition_Mountain_fault-CFM4,UCSB,CFM4,118,90,287.45,surface,rlss,,125g,CFM4 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
PNRA-SJFZ-SSMT-West_Mesa_fault-CFM5,UCSB,CFM5,122,88,180.7,surface,rlss,,125g,CFM5 model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Lin et al., 2007; Nicholson et al., 2011"
SAFS-MHFZ-LSBM-Berdoo_Canyon_fault-CFM4,UCSB,CFM4,155,78,66.32,surface,rlss,,265,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012"
SAFS-MHFZ-LSBM-Indio_Hills_fault-CFM4,UCSB,CFM4,336,87,80.73,surface,rlss,,297,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012"
SAFS-MHFZ-MCHS-Hidden_Springs_fault-CFM4,UCSB,CFM4,153,86,114.08,surface,rlss,,313+314,CFM4 model; Qfaults,"Williams et al., 1990; Lin et al., 2007; Hauksson et al., 2012; Nicholson et al., 2010, 2011, 2012"
SAFS-MHFZ-MCHS-Mecca_Hills_fault-CFM4,UCSB,CFM4,322,80,144.68,surface,rlss,,316,CFM4 model; Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012"
SAFS-MHFZ-MCHS-Painted_Canyon_fault-CFM4,UCSB,CFM4,318,88,94.72,surface,rlss,,316,Qfaults,"Bryant, 2005+updates; Nicholson et al., 2011, 2012"
SAFS-MHFZ-MULT-Mecca_Hills_Hidden_Springs_fault-CFM4,CMDT,CFM4,314,66,627.6,blind,orlr,,297+265+313+316+314,deeper portion of fault; based on relocated seismicity; daylights on mapped strands,"Williams et al., 1990; Lin et al., 2007; Hauksson et al., 2012; Nicholson et al., 2010, 2011, 2012"
SAFS-SAFZ-BSZS-Southern_San_Andreas_blind_extension-CFM4,UCSB,CFM4,322,90,72.97,blind,rlss,proposed qfaults id,1k,blind vertical extension @ Bombay Beach,"Nicholson et al., 2010, 2014"
